"","ResponseId","Ideology_Score"
"84","R_3svlrrFhrNtShOM",0
"85","R_1Nt7TuJWemQsGjY",-2
"86","R_TjiDuqXMtSm4JFv",0
"87","R_eteXpOEDf0B0nYd",0
"88","R_qPBkx8H7mlw70CB",0
"89","R_2WNoeyOspjEXp4S",0
"90","R_0As1F51UJgCnKAF",0
"91","R_2TXM21ZOtUKedIz",0
"92","R_32J94pxljGO4WR2",0
"93","R_1oBwntyEQuGDtFF",0
"94","R_887icuxMNaew9Lr",0
"95","R_RfYY9p7IaWZTZC1",0
"96","R_pu7WaPq7yM41e8x",0
"97","R_6YzVKvpur28OPlL",0
"98","R_a43tcKpzwVpeX4t",0
"99","R_czP8VeROAPRdUl3",0
"100","R_1LqvpgJafoCRC1U",0
"101","R_10oxIIZfcaNXBWb",0
"102","R_1LjS9uCT1Y4SP5f",0
"103","R_3EG7lnaTebNGBnx",0
"104","R_2TLEUdaPPI20MmT",0
"105","R_3HBUwuFHZOBZzuV",0
"106","R_1LGNTPnN85RCDm1",0
"107","R_2xPsGiw3uc0E5ED",0
"108","R_br7ZU3UqPJbN293",0
"109","R_9AGqKD8WDFwJfNL",0
"110","R_2eRWATqv1v1AqbM",0
"111","R_29jfMm4FYVRRcas",0
"112","R_2EivY6EPG6TsREW",0
"113","R_1n1nr33HjNfzJXs",0
"114","R_27kz2kAjdK4mjkR",0
"115","R_86zT4tnHcrcVj0t",-2
"116","R_sSSay4ecAqoSXkJ",0
"117","R_3QRwSxsuGnkis1s",0
"118","R_1nNhqH4k4AvBAc8",2
"119","R_2SueTJCQ2UbFt8W",0
"120","R_1jdgJzHUMw6YV4O",-3
"121","R_1dujT0pFwTSNe13",0
"122","R_2En1pn0625CzrT3",0
"123","R_2f3UTCz2n3fd9v8",-1
"124","R_3lrWm7SjXIm0k05",-3
"125","R_3HntMwHa5y9al4H",2
"126","R_2dN3WQ6hf5V2WLA",0
"127","R_1i9x9U0fkr9Ja1i",0
"128","R_26bgAyFdNvVsEWg",-2
"129","R_2uVx3w4BSQpftUb",0
"130","R_3iDAHE9GuoeLgIp",0
"131","R_exkP3bIZ4r3iuSR",0
"132","R_215rYfgyDqg7ggK",0
"133","R_1fa8BblXxdxf9nV",-2
"134","R_3qHYeATxnhNB9Mc",0
"135","R_3kgMK0vPEZmkhdp",3
"136","R_73toBZEkKhuHJwB",0
"137","R_1Ig8Scgj5QsThLA",0
"138","R_udFN3FTzyeOX73z",0
"139","R_1eyjOPJ8zPFv7XE",0
"140","R_3LZGvN7d8XfgmqE",-2
"141","R_2R96C49EdbidZeG",0
"142","R_1KxbSekMGt2jqf3",0
"143","R_3npk14bAdoPzwEm",0
"144","R_2OHdB6VAE4vzzND",0
"145","R_vrxA6eMxDHf6T8l",0
"146","R_Xq6mIemDFtktKud",0
"147","R_2V8FhfYE0Jv0DX5",0
"148","R_1MR2DYu2HrJGbaL",0
"149","R_1OHtdM6UrRefjxv",0
"150","R_3gVdaCYFZVyuz8R",0
"151","R_3MSi8MPkqecxb9U",0
"152","R_wMYxQN5SSqMdvln",-1
"153","R_241LxQQEGT2Uzop",0
"154","R_3rHEcHNwt8NV7td",-1
"155","R_7aIFANTfMiSt2fv",0
"156","R_3J47pcEzHVfTi1j",0
"157","R_1CEzKe5EdeKIEoK",0
"158","R_2SozM8UTTJ9So9t",-3
"159","R_28TFhos94jBFO0y",0
"160","R_54HsRqDgwC8Umtz",0
"161","R_2CwzcpA4VYV975I",2
"162","R_viavb8DLFF8zQ2J",0
"163","R_XIjg2MRbs6mmn2V",0
"164","R_6Q0LNLnoOoOfKUh",0
"165","R_3HHOHIN4XY4dPws",0
"166","R_3QLzowMGoGXb7V0",0
"167","R_2rwPTi403YFmcLu",0
"168","R_enYtWa0SCoFQQCd",0
"169","R_2Btyd7gLEuXGn4i",0
"170","R_3nq2MN79GzAsvgp",0
"171","R_2uVE4PzkKTnJr9q",3
"172","R_2vdAHwxioYZquZP",0
"173","R_DPgsAnPOOIB1e01",0
"174","R_3kdhvgN0d3DtQa3",0
"175","R_2zYD8ExnY5X2M1w",0
"176","R_1d0nH5rfMzjEsHw",0
"177","R_1o6YfkCGNXOgJom",2
"178","R_2Y8RCdEMN698Noy",0
"179","R_DNQDtcnQiVj0Llv",0
"180","R_e5I4F7zKW2rmGzv",0
"181","R_6Eaj7YDn8OfiCWZ",0
"182","R_2dBj1ZSkNHwD718",3
"183","R_1FUDy6ML1pv65W1",-2
"184","R_RPvMHX1Wmbu4rlv",3
"185","R_UxVDB5k0AhV8P29",0
"186","R_2b2cYmBU0VEvY6S",-3
"187","R_2ZCuiojoF3b73CU",0
"188","R_R4Uo3p85KozG4vf",-3
"189","R_1q9CqHiCvFEeUKk",0
"190","R_7Peq7Ml1AM5KBax",0
"191","R_QcQoJpdUUbO4frr",0
"192","R_1QK3P28d5f0dX1S",0
"193","R_2Sk8rI5agR0T2d2",0
"194","R_3PSMIlDalSBYKBy",0
"195","R_3R8AJv2McVdQ43M",0
"196","R_25EF5Q6STuS8b1c",0
"197","R_3PiDRlKmRvMoTeW",0
"198","R_3PzQKChsS8UiwdS",0
"199","R_1INqwNSsxaaLxSV",0
"200","R_24uQnxiVskiyS7C",0
"201","R_RjWXFtlnKNq1yHn",0
"202","R_324IMBKfSVbtllF",0
"203","R_1eL7DALxhONUehC",0
"204","R_5uLS7nTP6vV9wrf",0
"205","R_31gUoqm1M1ITwOD",0
"206","R_2rAsOw6uCfCgEmG",0
"207","R_TqmKIja1RdbDBuh",0
"208","R_3CqtbHRydwnVz4l",0
"209","R_3HCj8xESTwrSs7f",0
"210","R_21GrIDyiFzSkdzU",0
"211","R_117OtGTSDG92fNh",0
"212","R_2dDWlt33JPx9is3",0
"213","R_2vZd8H9f2QsSIC1",0
"214","R_31NSL4BxBiloitn",0
"215","R_2BepLnEMpVWmf0W",0
"216","R_1JRSZoRfNlmGUjT",0
"217","R_1DGwnITzC0kfGkB",0
"218","R_1ltyspBu25gSlLA",0
"219","R_1mflR4maMEm0HLf",0
"220","R_3MERNhAtB4PA3yf",0
"221","R_2sdT2M4Mr9Ckm7s",0
"222","R_AtFS65EZDvm3MWd",0
"223","R_DxgQt1ztyMbz3MZ",0
"224","R_28Ydw2sYLxUR3Ko",0
"225","R_11cfHgkMTG1Gw1Z",0
"226","R_cFTY1v1tsH0rIv7",0
"227","R_1lyjLsmjBV0yEYF",0
"228","R_2QKitIGRNqxBLJ8",0
"229","R_1QooDbdVGRe3Fkb",0
"230","R_3nJF0GvVNxrdlBi",0
"231","R_wTP1geGU4i5yEN3",0
"232","R_A57LJMc4osbD6ed",0
"233","R_33fmLe4Cucvb0XE",0
"234","R_BX3EJV8B6mFyI0h",0
"235","R_3hcIeNw1joXIHhI",0
"236","R_2CDQiMzFl9Cb6Wc",0
"237","R_b3qpITMZfN9EMlX",0
"238","R_ulYKJoxkjjcqMH7",0
"239","R_yIIA8CQFNO0FJeN",0
"240","R_2us9TKFCqzmmVcY",0
"241","R_encvHHhwe6DNJBL",0
"242","R_3D7rC6dHbDfPPRQ",0
"243","R_21GstIeQNByiAg7",0
"244","R_1FSb9vJxiNAqbwo",0
"245","R_1DwoI9exXne6XIs",0
"246","R_2SIaBHaLObRRpjD",0
"247","R_3g5kdVa3Rg3suwt",0
"248","R_1P4QeDbHbIwA7iI",0
"249","R_1JELYW2cHg3Q8uJ",0
"250","R_2dg0Ff9MTQbebCy",0
"251","R_2BtxTEFQiwZJO47",0
"252","R_br8tMWaOmDNFfIR",0
"253","R_1CrNzrJvzMyGlpb",0
"254","R_3itliTuK1TYm1m0",0
"255","R_3EsDPpBDlLR90FI",0
"256","R_stfULqGzNqZtqzT",0
"257","R_3GlAR533FAGs19q",0
"258","R_1MTaySWSildY4rj",0
"259","R_3DupN0ZDMwhzfve",0
"260","R_3nNlnFmJFYruDOV",0
"261","R_3EWLOZSrYrF7Qzv",0
"262","R_1OT8GouRzjrQ4IE",0
"263","R_3hgTyuicE18H6Jt",0
"264","R_3ndW2oCsdsT3cN5",0
"265","R_1gtgHN4bFOmcZGE",0
"266","R_2wSuTU7TgWGEmRz",0
"267","R_3MuqcqX5I3qLoMB",0
"268","R_2ym6JpSPK1O0vJj",0
"269","R_UzQWm6yylNx1c4N",0
"270","R_2tnUGdfhprZMZ1U",0
"271","R_3smOoCUWg7aDFjY",0
"272","R_1fa3kl9GWIX0kwx",0
"273","R_4JIi2CeHT1XumSR",0
"274","R_2YhNDMD5041tUy0",0
"275","R_31yiHs0xBc0HY7c",0
"276","R_1lAIRaiwREBuHr2",0
"277","R_3hgAfGLrreTBDl3",0
"278","R_3sgHzyxY1IKbwmE",0
"279","R_6hwhTJPSg41mEJr",0
"280","R_1jetxAScpnaEqMF",0
"281","R_3iOqJKYMHBAiqGp",0
"282","R_2uHGjsQt7z1pOQ6",0
"283","R_sbtZNcLoNqxFBK1",0
"284","R_2SIC7EhujfcOkwr",0
"285","R_1Nqe8tkIYy5NNYK",0
"286","R_1JY2Q0FBMm2PXli",0
"287","R_3KNq2puiMVIBSfN",0
"288","R_1QfqrmbBU4sLIQv",0
"289","R_1lryXZSaC8etzKZ",0
"290","R_2fIMdP6AMuEWchm",0
"291","R_3svj8vWXYPm7bqN",0
"292","R_7WId4HvMUXUWvnz",0
"293","R_W0DasTWPLo4kOR3",0
"294","R_aWbNCJLLbGKJ8Zz",0
"295","R_1dsNDxXX3y0pLLf",0
"296","R_25GFOHwt9WHhXh5",0
"297","R_tWBnt1Ce6JvgeVH",0
"298","R_2s5ByzacAqpUrs4",0
"299","R_D60unPuasxDnP0t",0
"300","R_T11nG2MpjRuCXy9",0
"301","R_2dXANMWx3ewlHZa",0
"302","R_9GZ9k5sVqFzQJup",0
"303","R_0Ik5qTNdPej45bP",0
"304","R_pEIIJjg9t2tHN3b",0
"305","R_33vct6HkLafu45r",0
"306","R_2wtznhpLD2UadTa",0
"307","R_1116ZcZ9BlSEHfg",0
"308","R_2dS9Gqest7TDdsQ",0
"309","R_2D6T239oabFJUHS",0
"310","R_1GJHwpgCFCQUKbA",0
"311","R_3R2TKCbujtKZWsp",0
"312","R_vC9s8QiL6jlcKlz",0
"313","R_DxehSnpcGxTLnbz",0
"314","R_1LetsGVMqqEzNC7",0
"315","R_3n2U7NZz72yeEkA",0
"316","R_1TtYVcgbOB8JZp7",0
"317","R_8udmTpwSjp8cdr3",0
"318","R_2VQt2BLLm8rsBgV",1
"319","R_3JxBqmURHWOR5FA",0
"320","R_w5yS4T8U9Gn2TpT",0
"321","R_0IG0tTBH7jGBDvb",0
"322","R_30wMxFnlTzvQ9uE",0
"323","R_3dWK2FY3ozmF1pP",0
"324","R_1eJLF5KQSPnyDGt",0
"325","R_2ZEu5ljsICViqyd",0
"326","R_b3p5GqrYd1Sq07v",0
"327","R_QifhxZkVNWrA3GV",0
"328","R_2QKBOj4l3UyDrk9",0
"329","R_2B9d0L5z6DwUkbr",0
"330","R_3Eim8m9SYPfp4mV",0
"331","R_3eYTgrNPHjgwOo9",0
"332","R_AaCZmA6i8lIFXvX",0
"333","R_XvuorVigYL4RB0R",0
"334","R_3eyuttPgb8kSOfD",0
"335","R_2AR6fxHYsQsl0Ho",0
"336","R_1EhePYQHGcSDcOL",0
"337","R_2VrsuZi5ela9Opg",0
"338","R_22rdDcOc1iTchs7",0
"339","R_OkCbqkmXUr64FuV",0
"340","R_yKfYtB62oS5sXIZ",0
"341","R_3n2vvKu6gthor3z",0
"342","R_3EVZawMwGGYhDG4",0
"343","R_1HnqW7YrcWouhWb",0
"344","R_1Qh1SJ5lFIVu5Wz",0
"345","R_1NzEb0qloeVqZ5d",0
"346","R_3fxbzi6dgAWWWja",0
"347","R_UKBIzSELbGTnFlf",0
"348","R_1py7cgRjMFzAEoW",0
"349","R_33qYMRdzYdlPnmk",0
"350","R_0etD2zy9mfzy0OB",-2
"351","R_2t9hP1EHO49dRIn",-1
"352","R_2PzC3XM0zGnby7n",0
"353","R_2qjweu1iC5vVXvw",2
"354","R_1HbJdgheGFuwOA8",0
"355","R_bq4fhP33f1ymBi1",0
"356","R_1Fy4I9qvEw0dbAD",0
"357","R_1MTkTAtNYu65AFw",0
"358","R_3KSDuF5eEeP5kAl",0
"359","R_3k4D5FwjdEOpFOO",0
"360","R_3shL9x3932Obh91",0
"361","R_1dbnqKlz7X7nAVZ",0
"362","R_1FILMt1e0WvqpGC",0
"363","R_3kpHX0p8y0Op6zI",0
"364","R_2xJXkMeOsWl7Pez",0
"365","R_2cjVOfOXpirQZa1",0
"366","R_O0Yhub5QCQeTa0N",0
"367","R_2aELuCodnQJbilh",0
"368","R_1jkeghHwQh5wTdX",0
"369","R_3r1CIqoBSLK8LAE",0
"370","R_10UamyfjqyTM97W",0
"371","R_vjCwkr6hPixG8DL",0
"372","R_3g5EVVhzLbXKrAo",0
"373","R_1nMX0LSaLv4F5Wy",0
"374","R_2zO1zPN5AsYaHmd",0
"375","R_1q3TgEpAKge3P46",0
"376","R_2QyAbpFWgSECyxt",0
"377","R_3kH3GfRwJUeellx",0
"378","R_cSlBRCjftCkBR6x",0
"379","R_1eEHApG4xxnucLq",0
"380","R_2QmSbpRgC0ah5qX",0
"381","R_3EbO7pEgdtu4RTF",0
"382","R_SCBRZxHREBZHIXL",0
"383","R_2tFH9r38IVu8CRb",0
"384","R_1M5QWgKA0mrVVul",0
"385","R_2gIEzq3fJJgdElj",0
"386","R_1lyRcQ9EFcLMcIP",0
"387","R_27mznaxf3M092R2",0
"388","R_27xmz0Ui6xF4DcO",0
"389","R_SCZp2pWPRFjsUb7",0
"390","R_3jcZqdLMrj6S33j",0
"391","R_2wsmzKPC7b8vJvd",0
"392","R_2VOQR6UBRksj1AU",0
"393","R_29lSarufVS9lJlm",0
"394","R_33e79Lfi3XvacGG",0
"395","R_1Fz9og5AC7Dbr3Q",0
"396","R_WofwbERzOk0VVwB",0
"397","R_1meA1wFJ4v6mOxS",0
"398","R_1dEvQHYoQVj2H82",0
"399","R_1LOO0C8BMW8je58",0
"400","R_1gjWsjgWQZLUJYc",0
"401","R_2wnSJH5m3Bte2Qr",0
"402","R_ZmWb6CtBPcRb0QN",0
"403","R_2VIutL4Nv3JKSZY",0
"404","R_1pKgrIk2VpVld3R",0
"405","R_2P0vBtBLZQPW9KO",0
"406","R_DtPelWL9njxCFpf",0
"407","R_AaIofx3SsouDZbX",0
"408","R_2EorlqfPlwx2Rxc",0
"409","R_2Xh4lcKlTcECRZK",0
"410","R_31SoHi62A7UWLfd",0
"411","R_xlzi43s7gJCIQMN",0
"412","R_2qrP4YQu7bKSXV2",0
"413","R_3fxxmL1l0tIw9DL",0
"414","R_RDFbs1XeOCU3Tah",0
"415","R_1gisd5T6zmQr0Ln",0
"416","R_wXgPehWSteR4WEV",0
"417","R_2YWHMq7izAZSP7Y",0
"418","R_79j2hxX3cAyebvz",0
"419","R_2roP8AKKAJfVQLm",0
"420","R_6yC0ujlsaAIx1w5",0
"421","R_yC0Gszpafv1LMhH",0
"422","R_2ffDVa2T1OOAKzC",0
"423","R_2ctnp0BfBJd3Xwa",0
"424","R_25EDxHNNMqJVwa7",0
"425","R_25BBgnL5PURM1nX",0
"426","R_3RyZb44efvqmhJw",0
"427","R_2akqH58Y0BPl2NQ",0
"428","R_6fntSdqSP1HF0yZ",0
"429","R_enRpVh6tGffEOVr",0
"430","R_2S2Frtrtzye0889",0
"431","R_2b4bz8AVDnRAUEA",0
"432","R_bIBUSzPLCEy3xoB",0
"433","R_30xiRXzrCfcSUIN",0
"434","R_pgdt3VlTiaxJhQZ",0
"435","R_3dzl8vQbLC1Aun7",0
"436","R_3KpdNJrCJaYI1og",0
"437","R_x4Mo5jK9MrSWX3H",0
"438","R_4JCzFjvNXXHNDR7",0
"439","R_UAZbPfQM9KftKGl",0
"440","R_3Oc3aMwCEOfBiqf",0
"441","R_2qaPVg4fXIuwmvR",0
"442","R_3g1wi47crY8nsSQ",0
"443","R_300mjpcLJfPTEex",0
"444","R_2VmSLaZ9DtAWvOo",0
"445","R_1d7jLzTqWOc793h",0
"446","R_3DdQ9gezJstl2GQ",0
"447","R_0v7zzQ2azGeO96p",0
"448","R_4I2u0VpsDj3Zo1X",0
"449","R_7QVlD99VQ4FwZFf",0
"450","R_24iUoggIBPlh7B6",0
"451","R_2aREC4HeH4dH6x2",0
"452","R_6R6puV6glb4J7vH",0
"453","R_2cbc9ql8g8AvFQY",0
"454","R_2U3YJB5QlUWm6mI",0
"455","R_3scwoHurBmWNTvg",0
"456","R_RERW05zdoX7MwVz",0
"457","R_3dMlyVCeqvexrBn",0
"458","R_2V22afiepF0F2oo",0
"459","R_2rYDuNtcRbFguC2",0
"460","R_6Kx6oAgtxC9bkwV",0
"461","R_d4t5ekdOFhLo5S9",0
"462","R_urhKGfyYAknuZvb",0
"463","R_yvGZg7rG50NzIDD",0
"464","R_2CKifNNgpmOs11F",0
"465","R_22LknkaLFOtRJlI",0
"466","R_2at1oILf57uGNT0",0
"467","R_2zBYlB74LUSS4PM",0
"468","R_sGMNDzPNZPLp4g9",0
"469","R_3RxX3nmhab5xwAb",0
"470","R_1ZgF6nDxi8VLSiR",0
"471","R_1OHO3UuYNlN9Ro6",0
"472","R_12tl4Q7mWh7RZjH",0
"473","R_3kFJOb0DPPSCbxy",0
"474","R_2zvV4f9CYGnCnBH",0
"475","R_1DZ4X9bG82Vavbu",0
"476","R_1gIRHNC1y14bmaa",0
"477","R_RyOsefMtkOHb6IF",0
"478","R_2wsobILy6b5kV2I",0
"479","R_2VO8XlP01wSSR9N",0
"480","R_3MhyMmjrUtxhkUR",0
"481","R_2YD5IqKn9zPbW8z",0
"482","R_sql02VLcar42xb3",0
"483","R_20Thb8rTkwzbafO",0
"484","R_24Obem9kBInW0Ru",0
"485","R_3qm5xVPvCAEmhbe",0
"486","R_27EyzOnqfw6f68N",0
"487","R_u1S3AlRt7VbJYOd",0
"488","R_vDhpMmtucHNqI81",0
"489","R_9ny2xiHwqeh6BhL",0
"490","R_3Egyxq6AT5YZUQT",0
"491","R_3rTkFQZLCXeZm4G",0
"492","R_1Ng2q8VqDyJhrCd",0
"493","R_2hNfmaAqWJxGHpD",0
"494","R_bkCuvNghQpFK6op",0
"495","R_265sqkuAL9f7EVY",0
"496","R_3iEcQymynxCiYzf",0
"497","R_3Eh7R6d20jLR51q",0
"498","R_1eRASLdpcSFFxRA",0
"499","R_2WNkd49hLsgw4i7",0
"500","R_22XHoxPnzNPJpq6",0
"501","R_UrV2SbkKxpijHK9",0
"502","R_2Bhd2F8ddfTBCFP",0
"503","R_sHEPjS5JKBpKuPL",0
"504","R_2aeloey9TILx7pD",0
"505","R_3ixwYktLhj3L5LF",0
"506","R_QcUnCvorGUP2sRr",0
"507","R_PvOt9baEF1Byvvz",0
"508","R_NUzTe4UyzKKhlwl",1
"509","R_1MKzXy5bSSqTWHR",0
"510","R_3fYMM2f8FG62hFB",0
"511","R_3IXIxWVhgI8TzYC",0
"512","R_1FlxgjWFPTcah0M",0
"513","R_31ZtVwXnF9OeaZu",0
"514","R_qw7CT01fKgfLMWZ",0
"515","R_3OcVPuNSivwyHcU",0
"516","R_DvFHunef7BVUxvb",0
"517","R_piRpzdIJ8EhDkR3",0
"518","R_Z1Vc4S3ApYieRy1",0
"519","R_A5R8mxK7TjHCz6x",0
"520","R_3EA6QKaYX3DU2uO",0
"521","R_1d0TyFlhhjoAYNF",0
"522","R_3GiE52p3ZCyNx5H",0
"523","R_UtZriyoJKCi04Br",0
"524","R_2tLRsYHCkvY2jbY",0
"525","R_1FEXysljRNgU9Gk",0
"526","R_2dhmffss21673Ap",-3
"527","R_3sc4VWo0HmYGce6",0
"528","R_2qjWph8EGOoM2JT",0
"529","R_3PFWuG2GMfZRzYh",0
"530","R_3fpD0xa7PZZCWdv",1
"531","R_21hnvYoFOklIvQz",0
"532","R_1Nh9Se4ZxqgX834",0
"533","R_1P0pjpqop4QBfHw",0
"534","R_1diBU0jiKbSK97b",0
"535","R_SIDKmEpjMtoiBO1",0
"536","R_1MMXe4R3yKAt8Cu",0
"537","R_1AMpo2vz0jAZCmt",0
"538","R_SBjNY4quWeONj3z",0
"539","R_rdPd44WDepabX1L",0
"540","R_3gT5jHnbhXiuXZ2",0
"541","R_3soXYLD5o4hHD1K",2
"542","R_1qfW1S0ggz0U68h",0
"543","R_2Ez2ECsodZFgCXK",0
"544","R_2aLbPogMGgOaOu9",0
"545","R_3QW2cC4xBiMa9hI",0
"546","R_1kGKLBsYlmGQeum",0
"547","R_1gbe2ByOEzd8gMz",0
"548","R_3EAR4x6U7iHfv7Q",0
"549","R_3htjcyyUagzGcD0",0
"550","R_2YyKFa26K2bF6Qd",0
"551","R_2alDpCPMyagGrNq",0
"552","R_3D8FyfQpf4dURjL",0
"553","R_3qkEBZqGiXiOyyX",0
"554","R_2rpW9G7h9PZ5iUh",0
"555","R_2TpJZvMPsVoIooN",0
"556","R_25N7eOoiU48cuvC",0
"557","R_1DIJkOr4yROMIyG",0
"558","R_2YSeaCny1vMxhvt",0
"559","R_1o7nQmMGnpLT4ch",0
"560","R_10TLqgT2PcJI5yq",0
"561","R_5i4jEavgeL7nN5L",0
"562","R_3oTsKWM2ckR1sTt",0
"563","R_DoxEgzRi7ghQU1P",0
"564","R_tWmnqGaUO7GwJLH",1
"565","R_3P5XduAMBeieBUO",0
"566","R_2s6zFtUnUbIe0hW",0
"567","R_1KNpwcurtBzdFcd",0
"568","R_puWN2tFxiXlWWXL",0
"569","R_3QLCSUjfIXBXxim",0
"570","R_3t6RquFFJvLk5lD",0
"571","R_1j6AK5a0eaAwK8A",0
"572","R_UarB59ovfkVxh85",0
"573","R_1CHGWEYUpm8GS5P",0
"574","R_6KmXKYDRd1zLw2J",0
"575","R_2wKPDUOOoMB4ZjH",0
"576","R_306L4cMOQ053VUR",0
"577","R_2alQuLisgzLoLxJ",-1
"578","R_PBDKoLEdSRoPS1z",0
"579","R_3GDlQAHhQi7fYca",0
"580","R_2aFGzXsxYNwr7ma",0
"581","R_XocvwkRorPzpeqR",0
"582","R_24bWyZht27XfW2J",0
"583","R_2qF48SJV8E7eSur",0
"584","R_2Xj1x8yJYLA9uSM",0
"585","R_4ZvL1ff4DLrvHOx",0
"586","R_28GTPi9S2SXJoal",0
"587","R_R3RHDU3NaRboqUV",0
"588","R_3PU0DW2XtB7euhP",0
"589","R_1FCWcumwvDG9Mkp",0
"590","R_r7Ny7J2ca9JlBGV",0
"591","R_1nOVxnVvPIhTtC8",0
"592","R_24GICpsXSK6674a",1
"593","R_2qy0zmvD6SnA9Hd",0
"594","R_2ByWmWjhjZTTxAI",0
"595","R_z8MmaBvDWDZfOOB",0
"596","R_2aKyiXO31gI0oRq",0
"597","R_3I3lmgk3mZPecW9",0
"598","R_1FJkpDDTJBbX24H",0
"599","R_2E5eYjoUAQrzqwc",0
"600","R_2VgyrkbQ4trEJ1v",0
"601","R_3ErMfIQEEkvLFDc",0
"602","R_8qwEyhdpHZWIrC1",0
"603","R_1LOR0IiBxXYKpry",1
"604","R_31ix3hrbWDMWtx6",0
"605","R_oXAPupA1QqZg2op",0
"606","R_3OiUcDY04BH99Xu",0
"607","R_2ScB3qgtVO3k2IV",0
"608","R_1l3PXPNAStRdIuk",0
"609","R_2bJcdhgB5jQYLjB",0
"610","R_bPCfkLzi9q3szYt",0
"611","R_D6PE2q8XFt4bANb",0
"612","R_79eOzcUxphe0onf",0
"613","R_1ffHfpuOa6wfepW",0
"614","R_31FoDsgZoQbdwQS",0
"615","R_3Mbtkeq2uW7jnoN",0
"616","R_1Nq6ONWX2RviQDV",0
"617","R_2UYR7vnuwBsXZAL",-1
"618","R_2CDlv5mlVYNII1A",0
"619","R_2wU1pNapXYQrK9S",0
"620","R_2UgcRDLaijDFlZb",0
"621","R_2OJcAFAuXuwtOaW",0
"622","R_3kOmmhlPoFmN0Jd",0
"623","R_10COVaelum71zJh",-1
"624","R_10xdMUkSSzRfudh",0
"625","R_1q2IgYCa53eNaW1",0
"626","R_3MQLxlrG30nmICO",0
