"","ResponseId","Article_day","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Ideology_Score","Treat_Search","True_Dummy","Article","X","Search_Online"
"14","R_0IDcg3a5zbuBSZH","dec 9_5","2212","1","True",5,4,68,1,1,"0",0,"0","948","3.7","0",1,1,"5",11373,0
"15","R_0IE076H6Js6KZ7b","dec 2_4","1741","1","True",7,3,36,0,1,"0",0,"0","1103","4.1","-1",1,1,"4",10800,0
"16","R_0IE076H6Js6KZ7b","dec 2_4","4939","0","T",6,3,36,0,1,"0",0,"0","1103","4.1","-1",0,1,"4",10800,0
"17","R_0JNFsrSL0BD1g3v","nov 20_4","1579","1","True",7,1,35,1,0,"0",0,"0","559","4.6","3",1,1,"4",10613,0
"18","R_0JNFsrSL0BD1g3v","nov 20_4","4777","0","T",7,1,35,1,0,"0",0,"0","559","4.6","3",0,1,"4",10613,0
"19","R_0JR3DQhfEGgIvx7","jan 8_5","3319","0","CND",4,5,27,1,2,"1",0,"0","655","1","-3",0,0,"5",13015,0
"20","R_0JR3DQhfEGgIvx7","jan 8_5","121","0","CND",4,5,27,1,2,"1",0,"0","655","1","-3",1,0,"5",13015,0
"21","R_0MQrMuE7aksKVQl","dec 17_5","5900","0","T",7,1,71,1,0,"0",0,"1","1796","3.7","2",0,1,"5",12150,0
"22","R_0MQrMuE7aksKVQl","dec 17_5","2702","0","CND",5,1,71,1,0,"0",0,"1","1796","3.7","2",1,0,"5",12150,0
"23","R_0O3pDpz5noeeuOt","dec 11_4","2379","0","Misl/False",5,2,30,1,0,"0",0,"0","1752","2.1","0",1,0,"4",11743,0
"24","R_0O3pDpz5noeeuOt","dec 11_4","5577","0","CND",4,2,30,1,0,"0",0,"0","1752","2.1","0",0,0,"4",11743,0
"25","R_0PShJBiDrvSATAZ","feb 6_4","4666","0","FM",4,0,18,0,1,"1",0,"1","8265","3.2","0",0,0,"4",15123,1
"26","R_0PShJBiDrvSATAZ","feb 6_4","1468","1","True",4,0,18,0,1,"1",0,"1","8265","3.2","0",1,1,"4",15123,1
"27","R_0PxwamhY2wFdYQN","nov 21_5","4893","0","T",6,1,33,0,1,"3",0,"0","1268","2.4","0",0,1,"5",10717,0
"28","R_0PxwamhY2wFdYQN","nov 21_5","1695","1","True",7,1,33,0,1,"3",0,"0","1268","2.4","0",1,1,"5",10717,0
"29","R_0qQj31mrWbsIjBv","dec 4_4","1906","1","True",7,1,23,1,1,"3",0,"1","687","3.8","-3",1,1,"4",11162,0
"30","R_0qQj31mrWbsIjBv","dec 4_4","5104","0","T",5,1,23,1,1,"3",0,"1","687","3.8","-3",0,1,"4",11162,0
"31","R_0SWzAsOHTQxrUv7","dec 2_4","1746","1","True",6,3,65,0,1,"1",0,"0","734","4.1","0",1,1,"4",10827,0
"32","R_0SWzAsOHTQxrUv7","dec 2_4","4944","0","T",5,3,65,0,1,"1",0,"0","734","4.1","0",0,1,"4",10827,0
"33","R_0V4AX8v85KcCIUh","nov 21_5","4901","0","T",7,2,41,1,1,"0",0,"0","3572","3.8","0",0,1,"5",10751,0
"34","R_0V4AX8v85KcCIUh","nov 21_5","1703","1","True",7,2,41,1,1,"0",0,"0","3572","3.8","0",1,1,"5",10751,0
"35","R_0vSFXyHk9SG9bup","dec 4_5","5145","0","T",7,1,32,1,0,"1",0,"1","796","3.6","-3",0,1,"5",11187,0
"36","R_0vSFXyHk9SG9bup","dec 4_5","1947","1","True",6,1,32,1,0,"1",0,"1","796","3.6","-3",1,1,"5",11187,0
"37","R_0VwpuaBUp415vOx","jan 15_5","3844","0","T",7,1,42,1,2,"4",0,"1","2428","4.6","1",0,1,"5",13643,0
"38","R_0VwpuaBUp415vOx","jan 15_5","646","1","True",7,1,42,1,2,"4",0,"1","2428","4.6","1",1,1,"5",13643,0
"39","R_10Gf8cwhGVwsZg4","dec 10_5","2306","1","True",5,1,44,1,1,"3",0,"0","938","4","-1",1,1,"5",11571,0
"40","R_10Gf8cwhGVwsZg4","dec 10_5","5504","0","T",4,1,44,1,1,"3",0,"0","938","4","-1",0,1,"5",11571,0
"41","R_10Nw3um1hX954fI","dec 12_4","2492","1","True",7,1,70,1,1,"2",1,"0","1370","3","2",1,1,"4",11870,0
"42","R_10Nw3um1hX954fI","dec 12_4","5690","0","T",7,1,70,1,1,"2",1,"0","1370","3","2",0,1,"4",11870,0
"43","R_10ob3f3Q2JMc42T","dec 2_4","1759","1","True",7,1,49,1,0,"2",0,"0","3197","3","0",1,1,"4",10884,0
"44","R_10ob3f3Q2JMc42T","dec 2_4","4957","0","T",7,1,49,1,0,"2",0,"0","3197","3","0",0,1,"4",10884,0
"45","R_10uSVdzFZJYDZwO","feb 4_5","1332","1","True",6,2,23,1,0,"0",0,"0","1122","4.2","-3",1,1,"5",14804,0
"46","R_10uSVdzFZJYDZwO","feb 4_5","4530","0","T",6,2,23,1,0,"0",0,"0","1122","4.2","-3",0,1,"5",14804,0
"47","R_10w1BOlXNfXsjK6","jan 9_4","210","0","Misl/False",4,3,47,1,0,"0",0,"1","912","2.4","0",1,0,"4",13166,0
"48","R_10w1BOlXNfXsjK6","jan 9_4","3408","0","T",6,3,47,1,0,"0",0,"1","912","2.4","0",0,1,"4",13166,0
"49","R_10YKZtyX1S8gL4s","nov 20_4","4750","0","T",7,3,42,1,3,"1",0,"1","523","4.4","3",0,1,"4",10465,0
"50","R_10YKZtyX1S8gL4s","nov 20_4","1552","0","Misl/False",5,3,42,1,3,"1",0,"1","523","4.4","3",1,0,"4",10465,0
"51","R_10Yqt32zh0pn1ei","dec 10_5","2297","1","True",7,1,63,1,0,"2",0,"0","831","2.7","-3",1,1,"5",11500,0
"52","R_10Yqt32zh0pn1ei","dec 10_5","5495","0","T",7,1,63,1,0,"2",0,"0","831","2.7","-3",0,1,"5",11500,0
"53","R_114LFub8ofzWLqy","dec 17_5","2713","0","Misl/False",2,3,34,0,1,"0",0,"0","772","3.9","-2",1,0,"5",12205,0
"54","R_114LFub8ofzWLqy","dec 17_5","5911","0","CND",4,3,34,0,1,"0",0,"0","772","3.9","-2",0,0,"5",12205,0
"55","R_116nQyGMUzmTpe6","jan 22_5","850","1","True",7,1,25,0,0,"1",0,"0","780","4.9","-3",1,1,"5",13983,0
"56","R_116nQyGMUzmTpe6","jan 22_5","4048","0","T",7,1,25,0,0,"1",0,"0","780","4.9","-3",0,1,"5",13983,0
"57","R_117puSRmuwuVtB8","feb 5_4","1408","1","True",6,1,18,1,3,"3",0,"0","442","3.5","-1",1,1,"4",14997,0
"58","R_117puSRmuwuVtB8","feb 5_4","4606","0","T",5,1,18,1,3,"3",0,"0","442","3.5","-1",0,1,"4",14997,0
"59","R_117st4Yzy4fa6tP","jan 28_5","1256","1","True",7,1,63,0,0,"1",0,"1","1655","3.5","3",1,1,"5",14597,0
"60","R_117st4Yzy4fa6tP","jan 28_5","4454","0","T",7,1,63,0,0,"1",0,"1","1655","3.5","3",0,1,"5",14597,0
"61","R_11aMPj8nCMzRaPR","jan 21_4","724","1","True",7,4,50,0,1,"3",0,"1","1000","3.9","-1",1,1,"4",13851,0
"62","R_11aMPj8nCMzRaPR","jan 21_4","3922","0","T",7,4,50,0,1,"3",0,"1","1000","3.9","-1",0,1,"4",13851,0
"63","R_11grpDaXp47PKmr","dec 16_4","2615","1","True",2,3,25,1,3,"1",0,"0","374","5","0",1,1,"4",12020,1
"64","R_11grpDaXp47PKmr","dec 16_4","5813","0","CND",1,3,25,1,3,"1",0,"0","374","5","0",0,0,"4",12020,1
"65","R_11WVWDSMqJEAGLi","nov 20_5","4809","0","T",6,1,28,1,1,"2",0,"1","1018","3.2","0",0,1,"5",10609,0
"66","R_11WVWDSMqJEAGLi","nov 20_5","1611","1","True",7,1,28,1,1,"2",0,"1","1018","3.2","0",1,1,"5",10609,0
"67","R_11Y4lrm1KDtf8kp","jan 27_5","1151","0","Misl/False",1,3,62,0,0,"2",0,"1","2371","3.1","-1",1,0,"5",14494,0
"68","R_11Y4lrm1KDtf8kp","jan 27_5","4349","0","T",7,3,62,0,0,"2",0,"1","2371","3.1","-1",0,1,"5",14494,0
"69","R_123iGElyYZVB033","dec 11_4","2373","0","CND",3,1,23,1,0,"2",0,"0","777","2.9","3",1,0,"4",11710,0
"70","R_123iGElyYZVB033","dec 11_4","5571","0","T",5,1,23,1,0,"2",0,"0","777","2.9","3",0,1,"4",11710,0
"71","R_125WuHufGPZLiGh","nov 20_4","4776","0","T",4,5,35,1,2,"1",0,"1","608","4.3","0",0,1,"4",10605,0
"72","R_125WuHufGPZLiGh","nov 20_4","1578","1","True",4,5,35,1,2,"1",0,"1","608","4.3","0",1,1,"4",10605,0
"73","R_126ak41qPUqs4LY","jan 27_5","4321","0","T",7,1,44,0,0,"2",0,"1","879","4","-1",0,1,"5",14355,0
"74","R_126ak41qPUqs4LY","jan 27_5","1123","1","True",7,1,44,0,0,"2",0,"1","879","4","-1",1,1,"5",14355,0
"75","R_12aMswFGyQz8Tya","feb 5_5","1423","1","True",7,1,61,0,0,"3",NA,"1","2158","4.2",NA,1,1,"5",14907,1
"76","R_12aMswFGyQz8Tya","feb 5_5","4621","0","T",7,1,61,0,0,"3",NA,"1","2158","4.2",NA,0,1,"5",14907,1
"77","R_12bCz5fGzm1cwP3","dec 11_5","5601","0","FM",1,1,32,1,2,"3",0,"0","1300","4","0",0,0,"5",11725,0
"78","R_12bCz5fGzm1cwP3","dec 11_5","2403","0","Misl/False",1,1,32,1,2,"3",0,"0","1300","4","0",1,0,"5",11725,0
"79","R_12brrC9FnuQ6YtR","jan 13_5","334","0","CND",5,1,44,0,0,"2",0,"0","1314","2.9","0",1,0,"5",13231,0
"80","R_12brrC9FnuQ6YtR","jan 13_5","3532","0","T",5,1,44,0,0,"2",0,"0","1314","2.9","0",0,1,"5",13231,0
"81","R_12bvRiWHll1zGJW","nov 21_4","1675","1","True",5,1,49,1,2,"0",0,"1","3033","3.7","2",1,1,"4",10750,0
"82","R_12bvRiWHll1zGJW","nov 21_4","4873","0","T",6,1,49,1,2,"0",0,"1","3033","3.7","2",0,1,"4",10750,0
"83","R_12gNWcLBuZNWW61","jan 28_4","4431","0","CND",4,4,46,1,0,"3",0,"0","1323","3.8","-2",0,0,"4",14688,0
"84","R_12gNWcLBuZNWW61","jan 28_4","1233","1","True",7,4,46,1,0,"3",0,"0","1323","3.8","-2",1,1,"4",14688,0
"85","R_12gpFmfTCNC31le","dec 18_4","5986","0","T",5,3,37,1,1,"1",0,"1","1742","4.1","0",0,1,"4",12402,0
"86","R_12gpFmfTCNC31le","dec 18_4","2788","1","True",6,3,37,1,1,"1",0,"1","1742","4.1","0",1,1,"4",12402,0
"87","R_12GtCGNXzl32HYC","nov 20_4","1569","0","Misl/False",4,4,59,0,1,"2",0,"1","472","4.5","1",1,0,"4",10567,0
"88","R_12GtCGNXzl32HYC","nov 20_4","4767","0","CND",4,4,59,0,1,"2",0,"1","472","4.5","1",0,0,"4",10567,0
"89","R_12m4phSm0S52TJa","feb 6_4","4659","0","T",6,4,43,0,1,"2",0,"1","1625","4.8","-3",0,1,"4",15076,0
"90","R_12m4phSm0S52TJa","feb 6_4","1461","1","True",7,4,43,0,1,"2",0,"1","1625","4.8","-3",1,1,"4",15076,0
"91","R_12o3sBZFRPzN7h9","nov 21_5","4880","0","T",7,1,71,1,0,"2",0,"0","792","3.7","0",0,1,"5",10644,0
"92","R_12o3sBZFRPzN7h9","nov 21_5","1682","0","CND",6,1,71,1,0,"2",0,"0","792","3.7","0",1,0,"5",10644,0
"93","R_12PiRURA3dyLE9W","nov 20_5","4786","0","T",7,1,38,1,0,"0",NA,"1","3318","2.9",NA,0,1,"5",10515,0
"94","R_12PiRURA3dyLE9W","nov 20_5","1588","0","Misl/False",4,1,38,1,0,"0",NA,"1","3318","2.9",NA,1,0,"5",10515,0
"95","R_12rL6ZDKDwGUeZ8","dec 12_5","2526","0","Misl/False",4,2,60,1,1,"1",0,"0","641","3","3",1,0,"5",11878,0
"96","R_12rL6ZDKDwGUeZ8","dec 12_5","5724","0","FM",2,2,60,1,1,"1",0,"0","641","3","3",0,0,"5",11878,0
"97","R_12RwFSP96KUTQY0","dec 18_5","5998","0","T",7,1,24,1,0,"1",0,"1","1016","2.8","0",0,1,"5",12313,0
"98","R_12RwFSP96KUTQY0","dec 18_5","2800","1","True",7,1,24,1,0,"1",0,"1","1016","2.8","0",1,1,"5",12313,0
"99","R_12SbxRIrUpu17nI","dec 5_5","5271","0","T",5,4,68,0,1,"3",0,"0","1683","4.7","2",0,1,"5",11241,0
"100","R_12SbxRIrUpu17nI","dec 5_5","2073","1","True",4,4,68,0,1,"3",0,"0","1683","4.7","2",1,1,"5",11241,0
"101","R_12Sg3fYMwekIzr9","jan 6_4","3012","0","CND",6,1,41,0,0,"0",0,"0","660","3.5","-3",1,0,"4",12599,0
"102","R_12Sg3fYMwekIzr9","jan 6_4","6210","0","T",6,1,41,0,0,"0",0,"0","660","3.5","-3",0,1,"4",12599,0
"103","R_12xqA6JNpWC4RuF","dec 12_5","2506","1","True",5,3,38,0,1,"2",1,"0","890","3.3","-1",1,1,"5",11792,0
"104","R_12xqA6JNpWC4RuF","dec 12_5","5704","0","T",5,3,38,0,1,"2",1,"0","890","3.3","-1",0,1,"5",11792,0
"105","R_12yTKIAsn6EtoOH","dec 18_5","6011","0","T",6,3,41,1,1,"2",0,"1","670","3.7","-3",0,1,"5",12377,0
"106","R_12yTKIAsn6EtoOH","dec 18_5","2813","1","True",7,3,41,1,1,"2",0,"1","670","3.7","-3",1,1,"5",12377,0
"107","R_12z3tBl1X3ZFe3L","jan 22_4","818","1","True",7,1,45,0,1,"2",0,"1","15851","4.3","-3",1,1,"4",14029,0
"108","R_12z3tBl1X3ZFe3L","jan 22_4","4016","0","T",7,1,45,0,1,"2",0,"1","15851","4.3","-3",0,1,"4",14029,0
"109","R_1AB0d8xkH08xUWZ","dec 18_5","6001","0","T",7,4,64,0,3,"0",0,"0","1079","3","-3",0,1,"5",12331,0
"110","R_1AB0d8xkH08xUWZ","dec 18_5","2803","1","True",7,4,64,0,3,"0",0,"0","1079","3","-3",1,1,"5",12331,0
"111","R_1AKaE0ueP0KNccN","dec 18_4","5965","0","T",7,1,46,1,1,"2",0,"0","1041","3.6","0",0,1,"4",12342,0
"112","R_1AKaE0ueP0KNccN","dec 18_4","2767","0","CND",5,1,46,1,1,"2",0,"0","1041","3.6","0",1,0,"4",12342,0
"113","R_1BQ6tNHBPTiQmiv","jan 23_5","985","0","CND",4,1,62,0,1,"0",0,"0","890","3.6","2",1,0,"5",14152,0
"114","R_1BQ6tNHBPTiQmiv","jan 23_5","4183","0","T",7,1,62,0,1,"0",0,"0","890","3.6","2",0,1,"5",14152,0
"115","R_1BQMnSr5xSYGvap","jan 27_5","1156","1","True",7,3,30,0,0,"2",0,"1","1114","4.1","-3",1,1,"5",14510,0
"116","R_1BQMnSr5xSYGvap","jan 27_5","4354","0","T",7,3,30,0,0,"2",0,"1","1114","4.1","-3",0,1,"5",14510,0
"117","R_1C11wBJPgFIa3A2","feb 5_4","1403","1","True",7,2,54,0,0,"3",0,"0","1620","3.7","2",1,1,"4",14964,1
"118","R_1C11wBJPgFIa3A2","feb 5_4","4601","0","T",7,2,54,0,0,"3",0,"0","1620","3.7","2",0,1,"4",14964,1
"119","R_1C1MOJ4pKFUjcJY","feb 4_4","1304","1","True",7,2,27,1,0,"2",0,"0","1602","4.7","-2",1,1,"4",14836,1
"120","R_1C1MOJ4pKFUjcJY","feb 4_4","4502","0","T",6,2,27,1,0,"2",0,"0","1602","4.7","-2",0,1,"4",14836,1
"121","R_1C1qW60payxV1hO","dec 4_4","5087","0","T",3,4,53,0,3,"3",0,"0","985","4.9","2",0,1,"4",11087,0
"122","R_1C1qW60payxV1hO","dec 4_4","1889","1","True",6,4,53,0,3,"3",0,"0","985","4.9","2",1,1,"4",11087,0
"123","R_1C2P1GSEmn9IQgy","jan 6_4","3020","1","True",7,1,49,0,0,"2",0,"1","1627","5","-3",1,1,"4",12647,0
"124","R_1C2P1GSEmn9IQgy","jan 6_4","6218","0","T",6,1,49,0,0,"2",0,"1","1627","5","-3",0,1,"4",12647,0
"125","R_1C8AyiRapxScpQ6","dec 4_5","1919","1","True",6,2,57,0,0,"0",0,"1","1060","4","0",1,1,"5",11097,0
"126","R_1C8AyiRapxScpQ6","dec 4_5","5117","0","T",6,2,57,0,0,"0",0,"1","1060","4","0",0,1,"5",11097,0
"127","R_1Cex8cRKsVP6I3i","dec 2_4","1760","1","True",7,1,41,1,1,"1",0,"0","900","2.8","0",1,1,"4",10887,0
"128","R_1Cex8cRKsVP6I3i","dec 2_4","4958","0","T",6,1,41,1,1,"1",0,"0","900","2.8","0",0,1,"4",10887,0
"129","R_1CHmg5Y2L8f6mpf","jan 7_5","3218","0","T",7,1,22,0,0,"1",1,"0","788","3.4","-3",0,1,"5",12826,1
"130","R_1CHmg5Y2L8f6mpf","jan 7_5","20","1","True",7,1,22,0,0,"1",1,"0","788","3.4","-3",1,1,"5",12826,1
"131","R_1CI5TWgohmKRu2n","jan 28_5","4463","0","T",7,1,30,1,0,"1",0,"1","653","3.4","2",0,1,"5",14657,0
"132","R_1CI5TWgohmKRu2n","jan 28_5","1265","1","True",7,1,30,1,0,"1",0,"1","653","3.4","2",1,1,"5",14657,0
"133","R_1CruMZUjlXNgZy6","jan 23_5","4178","0","T",6,3,25,0,1,"2",0,"0","842","3.5","-2",0,1,"5",14137,1
"134","R_1CruMZUjlXNgZy6","jan 23_5","980","1","True",7,3,25,0,1,"2",0,"0","842","3.5","-2",1,1,"5",14137,1
"135","R_1cTy96sg5v1IbIp","dec 19_5","2904","1","True",7,1,66,1,1,"1",0,"1","905","4.4","-2",1,1,"5",12413,0
"136","R_1cTy96sg5v1IbIp","dec 19_5","6102","0","T",7,1,66,1,1,"1",0,"1","905","4.4","-2",0,1,"5",12413,0
"137","R_1cUJQWnr0gqslAk","jan 28_4","1212","1","True",7,2,69,0,0,"4",1,"1","1054","4.5","3",1,1,"4",14578,0
"138","R_1cUJQWnr0gqslAk","jan 28_4","4410","0","T",7,2,69,0,0,"4",1,"1","1054","4.5","3",0,1,"4",14578,0
"139","R_1cUPU0FK5Ay6nFV","feb 5_4","1412","1","True",7,2,58,1,1,"2",0,"0","2179","4.8","0",1,1,"4",15015,0
"140","R_1cUPU0FK5Ay6nFV","feb 5_4","4610","0","T",7,2,58,1,1,"2",0,"0","2179","4.8","0",0,1,"4",15015,0
"141","R_1CwNSoYjGqc5w68","dec 3_5","1869","1","True",7,2,66,0,0,"3",0,"1","1773","3.7","-1",1,1,"5",10973,0
"142","R_1CwNSoYjGqc5w68","dec 3_5","5067","0","T",7,2,66,0,0,"3",0,"1","1773","3.7","-1",0,1,"5",10973,0
"143","R_1d7cww2NCovinK0","feb 4_4","1296","0","CND",6,3,34,0,1,"0",0,"1","996","3.1","0",1,0,"4",14789,0
"144","R_1d7cww2NCovinK0","feb 4_4","4494","0","T",6,3,34,0,1,"0",0,"1","996","3.1","0",0,1,"4",14789,0
"145","R_1dafg35WphZT608","jan 6_4","3026","1","True",7,1,78,1,2,"0",0,"1","3146","1.3","-3",1,1,"4",12668,0
"146","R_1dafg35WphZT608","jan 6_4","6224","0","T",7,1,78,1,2,"0",0,"1","3146","1.3","-3",0,1,"4",12668,0
"147","R_1dAmD5ONhTUd6Xv","jan 14_5","3703","0","T",4,2,31,0,0,"2",0,"0","409","4.6","-2",0,1,"5",13468,0
"148","R_1dAmD5ONhTUd6Xv","jan 14_5","505","1","True",5,2,31,0,0,"2",0,"0","409","4.6","-2",1,1,"5",13468,0
"149","R_1DBfkIFma1KwKmw","dec 12_5","2512","0","Misl/False",4,1,28,0,0,"1",0,"0","1713","1.8","0",1,0,"5",11815,0
"150","R_1DBfkIFma1KwKmw","dec 12_5","5710","0","FM",4,1,28,0,0,"1",0,"0","1713","1.8","0",0,0,"5",11815,0
"151","R_1dbkCGc0bYw3CN4","jan 9_4","207","1","True",7,1,28,0,1,"2",0,"0","1194","3.5","0",1,1,"4",13138,0
"152","R_1dbkCGc0bYw3CN4","jan 9_4","3405","0","T",7,1,28,0,1,"2",0,"0","1194","3.5","0",0,1,"4",13138,0
"153","R_1dcr2VEgsvXz6Cm","dec 11_5","2408","1","True",7,5,52,0,3,"3",0,"1","748","4.5","-1",1,1,"5",11756,0
"154","R_1dcr2VEgsvXz6Cm","dec 11_5","5606","0","T",7,5,52,0,3,"3",0,"1","748","4.5","-1",0,1,"5",11756,0
"155","R_1dcu9OZlHVaWgDC","feb 4_4","1308","1","True",5,1,22,0,0,"2",0,"1","1107","4.4","-3",1,1,"4",14845,0
"156","R_1dcu9OZlHVaWgDC","feb 4_4","4506","0","T",5,1,22,0,0,"2",0,"1","1107","4.4","-3",0,1,"4",14845,0
"157","R_1ddeY26hdQcl4jI","dec 17_5","5905","0","FM",4,1,72,0,0,"3",0,"0","2712","1.6","1",0,0,"5",12163,0
"158","R_1ddeY26hdQcl4jI","dec 17_5","2707","0","CND",2,1,72,0,0,"3",0,"0","2712","1.6","1",1,0,"5",12163,0
"159","R_1dE1o2ztkaFIGXa","nov 20_5","4805","0","T",7,2,31,1,0,"2",0,"0","1011","2.6","0",0,1,"5",10597,0
"160","R_1dE1o2ztkaFIGXa","nov 20_5","1607","0","CND",5,2,31,1,0,"2",0,"0","1011","2.6","0",1,0,"5",10597,0
"161","R_1dEQv7WbWMrPtxJ","dec 11_4","2385","0","Misl/False",1,3,74,0,1,"4",0,"1","1342","3.6","1",1,0,"4",11762,0
"162","R_1dEQv7WbWMrPtxJ","dec 11_4","5583","0","FM",1,3,74,0,1,"4",0,"1","1342","3.6","1",0,0,"4",11762,0
"163","R_1dFdntOionwtHho","dec 12_4","2501","0","CND",4,2,34,1,1,"1",0,"0","1033","3.4","-3",1,0,"4",11914,0
"164","R_1dFdntOionwtHho","dec 12_4","5699","0","CND",4,2,34,1,1,"1",0,"0","1033","3.4","-3",0,0,"4",11914,0
"165","R_1dFQQV9BDa8s10j","dec 11_5","2406","0","CND",4,1,29,1,1,"2",0,"0","894","2.8","0",1,0,"5",11749,0
"166","R_1dFQQV9BDa8s10j","dec 11_5","5604","0","CND",4,1,29,1,1,"2",0,"0","894","2.8","0",0,0,"5",11749,0
"167","R_1DGscURXWkEGbF6","feb 5_5","1433","1","True",7,3,24,1,0,"1",0,"1","1157","4.2","-3",1,1,"5",14961,1
"168","R_1DGscURXWkEGbF6","feb 5_5","4631","0","T",7,3,24,1,0,"1",0,"1","1157","4.2","-3",0,1,"5",14961,1
"169","R_1di9XO8VlUSYH6h","jan 27_5","4316","0","T",7,0,38,0,0,"0",0,"1","1389","3.7","2",0,1,"5",14342,0
"170","R_1di9XO8VlUSYH6h","jan 27_5","1118","1","True",7,0,38,0,0,"0",0,"1","1389","3.7","2",1,1,"5",14342,0
"171","R_1DIlK9KDi78xydq","dec 18_4","2755","1","True",7,4,49,0,1,"3",0,"0","1100","2.4","-1",1,1,"4",12285,0
"172","R_1DIlK9KDi78xydq","dec 18_4","5953","0","T",6,4,49,0,1,"3",0,"0","1100","2.4","-1",0,1,"4",12285,0
"173","R_1DITfiI9rnMSyv9","jan 14_4","3671","0","T",4,1,56,1,0,"0",0,"0","904","1.2","0",0,1,"4",13483,0
"174","R_1DITfiI9rnMSyv9","jan 14_4","473","0","Misl/False",4,1,56,1,0,"0",0,"0","904","1.2","0",1,0,"4",13483,0
"175","R_1djhTntiYjk8IfE","dec 10_5","5521","0","T",6,4,68,1,1,"0",0,"1","1124","3.5","-2",0,1,"5",11638,0
"176","R_1djhTntiYjk8IfE","dec 10_5","2323","1","True",7,4,68,1,1,"0",0,"1","1124","3.5","-2",1,1,"5",11638,0
"177","R_1dLClN6yekq7L7P","dec 9_4","5400","0","CND",3,0,32,1,0,"1",NA,"0","1665","1.7",NA,0,0,"4",11474,0
"178","R_1dLClN6yekq7L7P","dec 9_4","2202","0","CND",3,0,32,1,0,"1",NA,"0","1665","1.7",NA,1,0,"4",11474,0
"179","R_1dmMGK0dStayvhJ","feb 4_5","1324","1","True",6,1,42,0,1,"2",0,"0","984","4.8","-2",1,1,"5",14769,0
"180","R_1dmMGK0dStayvhJ","feb 4_5","4522","0","T",6,1,42,0,1,"2",0,"0","984","4.8","-2",0,1,"5",14769,0
"181","R_1dMN9BSQmPkJE1L","jan 15_4","3810","0","T",6,1,65,1,0,"0",0,"1","877","4.2","-1",0,1,"4",13635,1
"182","R_1dMN9BSQmPkJE1L","jan 15_4","612","1","True",7,1,65,1,0,"0",0,"1","877","4.2","-1",1,1,"4",13635,1
"183","R_1dNCRVTOGBPsVyN","jan 8_5","3324","0","T",6,3,49,1,2,"0",0,"1","1087","4.3","0",0,1,"5",13029,0
"184","R_1dNCRVTOGBPsVyN","jan 8_5","126","1","True",6,3,49,1,2,"0",0,"1","1087","4.3","0",1,1,"5",13029,0
"185","R_1dNDbN3EXqGvsBW","feb 4_5","1333","1","True",6,3,25,1,1,"2",0,"1","918","4.4","1",1,1,"5",14805,0
"186","R_1dNDbN3EXqGvsBW","feb 4_5","4531","0","T",6,3,25,1,1,"2",0,"1","918","4.4","1",0,1,"5",14805,0
"187","R_1dNzUCVeuZOgyUD","nov 21_4","1666","1","True",7,5,39,0,3,"0",0,"1","1166","4.7","2",1,1,"4",10689,0
