"","ResponseId","Article_day","True_Dummy","Likert_Evaluation","Treat_Search","Age","Dummy_Congruence","Education_Score","Gender","Income_Score","Dig_Lit_Avg","X","Search_Online"
"65","R_1DI2C4ToDZs6Dqa","dec 17_1",0,1,0,2.6,0,3,1,1,"4.8",12218,0
"66","R_1DJ6kg4of7RojsH","feb 4_3",1,4,0,3.9,0,3,0,0,"3",14862,0
"67","R_1dLK02LNdAoJkYA","nov 20_1",0,1,0,6.2,0,2,0,1,"4.7",10469,0
"68","R_1DoivFM9vil7qCf","jan 8_4",1,7,0,7,0,3,1,2,"3.6",12999,0
"69","R_1dsrBiyyGcpiUhI","nov 20_3",0,4,0,6.6,0,2,0,1,"2.9",10551,0
"70","R_1DTLyiN6MmeQyZe","jan 28_1",1,5,0,4.2,0,1,1,0,"4.2",14711,0
"71","R_1DVbx1oXzTbJJCq","jan 13_1",0,4,0,3.9,0,3,1,0,"3",13319,0
"72","R_1dvixSLhxUGUd04","dec 11_1",0,4,0,6.6,0,1,1,1,"4.1",11680,0
"73","R_1dzunuW8MS8MHK6","dec 16_1",1,7,0,5.3,0,2,1,0,"5",12042,0
"74","R_1E5VzaAQmbm2vp7","dec 3_2",0,2,0,3.8,0,2,0,1,"3.9",10942,0
"75","R_1E7rQK88KQlnxod","nov 20_1",0,1,0,6.4,0,3,0,3,"2.9",10479,0
"76","R_1EbsFZ0SQ79pYmU","feb 6_2",0,4,0,1.8,0,1,1,0,"3.6",15155,0
"77","R_1EcznJWzOfkE6G4","jan 28_1",1,6,0,3.8,1,3,1,1,"4.6",14690,0
"78","R_1eF7zhYkwH40Pyt","jan 21_3",0,3,0,4.1,1,2,1,0,"4.3",13909,0
"79","R_1Ej5uOmVfEQrgjw","jan 27_3",1,5,0,2.8,0,1,1,0,"4.1",14505,0
"80","R_1eJeGa7EcDBOuCe","jan 8_1",0,2,0,6.6,0,1,1,1,"3.8",12939,0
"81","R_1eLZeKbzZyNQQCG","jan 21_3",1,6,0,4.4,0,1,1,0,"3.6",13859,0
"82","R_1eRkyMyQrePQraK","feb 4_3",0,3,0,3.2,0,1,0,0,"4",14775,0
"83","R_1f28NMk4eWVZ58h","jan 8_1",1,5,0,3.3,0,4,1,1,"4.1",13007,1
"84","R_1f8zd516CxLkZVj","dec 10_1",1,5,0,6.4,0,4,1,0,"3.6",11636,0
"85","R_1FCzwyuo4g86pVs","nov 21_3",0,4,0,4.6,1,2,1,1,"3.8",10742,1
"86","R_1FEXxZmaBywnp6r","feb 5_1",0,2,0,2,0,1,1,1,"4.6",14971,0
"87","R_1FJ5ZvFUjdAFANE","dec 4_2",0,3,0,3.1,0,1,1,0,"3.7",11157,0
"88","R_1fj77ca62ck2jj4","feb 6_3",0,3,0,6.5,1,3,0,0,"3.5",15098,0
"89","R_1FJxxeWazVLHYgC","dec 16_1",1,6,0,5.1,0,5,0,1,"4.4",11959,0
"90","R_1FlBmQMnxHVdRPS","jan 27_3",0,5,0,5.9,0,1,1,0,"3.6",14495,0
"91","R_1FnXY6L6pquwvTC","jan 8_1",0,2,0,2.6,0,3,1,0,"4.1",13013,0
"92","R_1FqRMB4k9TvAK0d","dec 19_1",1,6,0,3.1,0,1,0,1,"4.5",12534,0
"93","R_1FqZARitwXZaMoY","dec 4_2",0,1,0,1.9,0,1,1,0,"3.9",11171,0
"94","R_1Fte4sJofR4kxo6","feb 6_3",1,7,0,6.6,1,2,1,0,"1.7",15180,0
"95","R_1g7nEh7q4fYdBsF","jan 21_3",0,1,0,4.5,0,1,1,1,"4.5",13928,0
"96","R_1gCiQlBJiNjzDxV","dec 19_1",1,7,0,5.9,0,1,1,0,"4.5",12421,0
"97","R_1gdoNQGDPhJTdE2","jan 28_1",0,4,0,5.3,0,1,1,0,"4.5",14653,0
"98","R_1GhzS9r313Yk8fv","dec 3_1",1,4,0,3.7,0,2,1,1,"3",11034,0
"99","R_1gI9HB6XVLThwPF","dec 19_1",1,7,0,1.9,0,1,0,0,"3.6",12530,1
"100","R_1gLvs0iENUileCa","jan 6_1",1,4,0,3.5,0,1,0,0,"3.9",12625,0
"101","R_1GOdqNKdHqqnQIO","dec 18_1",1,6,0,2.9,NA,3,1,0,"3.4",12386,0
"102","R_1GPMZbxcx24mRrU","jan 27_3",1,7,0,4,0,2,1,0,"3.6",14547,0
"103","R_1gSForhdi6R9m5P","nov 21_1",0,1,0,5.6,0,3,0,1,"3.7",10698,0
"104","R_1gthPkLUQjar2xU","feb 4_3",0,3,0,5,0,1,1,0,"4.2",14795,0
"105","R_1GU2OGIcfEbHc5M","dec 10_2",1,5,0,6.4,0,1,0,0,"4.3",11529,0
"106","R_1GvirWhOLiMjkim","dec 19_1",1,7,0,4.7,0,3,0,1,"3",12522,0
"107","R_1GVpBSVmrneoQza","dec 10_1",0,6,0,6.1,0,1,1,0,"1.5",11519,0
"108","R_1GxkNgQLQltGYqI","feb 5_3",1,6,0,2.3,0,3,1,0,"4.2",15053,0
"109","R_1GxXQ7Voe7sXWmc","dec 2_3",0,3,0,6.8,0,3,0,3,"3.3",10801,0
"110","R_1H6vNEYka2YVJfo","feb 6_3",0,7,0,3.9,0,3,1,0,"4.6",15208,0
"111","R_1H8Nmw9ZK7ghWix","jan 6_1",0,2,0,6.2,0,4,0,3,"3",12561,0
"112","R_1He3B4XkgR6pr6x","dec 3_1",0,5,0,3.3,0,4,0,1,"4.9",10897,0
"113","R_1hFr4QOGSVk3jCT","jan 6_1",0,2,0,7.7,1,4,1,2,"3.6",12710,0
"114","R_1hG63WOdh52qQyG","dec 3_1",1,5,0,7.1,0,3,0,2,"3.2",10950,0
"115","R_1HhIEloG95bOZ8z","nov 21_3",1,5,0,6.8,1,3,0,2,"4.1",10657,0
"116","R_1HifofHieWl9OSv","feb 5_3",0,3,0,2.7,0,3,1,1,"4.9",14996,1
"117","R_1HjbjDhQQsUlZKd","feb 5_1",0,2,0,3,1,3,0,0,"4.8",14948,0
"118","R_1HnHwPARU7RVRIr","feb 6_2",0,4,0,3.6,NA,1,1,0,"2.3",15191,0
"119","R_1HnrvtTm3qurDDF","nov 21_3",0,3,0,5.8,0,3,0,0,"3.4",10650,0
"120","R_1HoDIoWuLRFfzi2","dec 12_1",0,4,0,2.1,0,1,1,0,"4.5",11838,1
"121","R_1HoRdTtBmABUG1b","dec 10_1",1,7,0,4.3,0,4,1,3,"5",11590,0
"122","R_1hzpFO4nQSKJG8F","dec 11_1",0,4,0,3,1,3,1,2,"3.1",11738,0
"123","R_1I6qBHKOiBlAHKW","dec 3_2",0,3,0,6.2,0,3,0,1,"3.7",10959,0
"124","R_1i9I9KY0AZZjiQd","feb 4_3",1,6,0,6.2,0,2,0,0,"4.2",14785,1
"125","R_1i9uGJnczsDFG1D","dec 4_2",0,2,0,3.8,0,1,1,1,"2.9",11154,0
"126","R_1ie4yaz1vhSnkN3","dec 10_1",0,4,0,2.9,0,1,0,0,"2.6",11512,0
"127","R_1IgfInc5SgwoKhx","jan 28_1",0,4,0,3.4,0,1,1,0,"3",14695,0
"128","R_1ih2ZQsHlyfz5bW","dec 19_1",1,5,0,4.2,0,0,1,0,"2.3",12430,0
"129","R_1IhLExu89XiREEf","dec 3_1",0,4,0,7.3,0,2,0,1,"4.5",11065,0
"130","R_1IKj2YxINJX77v1","feb 5_3",0,2,0,5.6,0,3,1,1,"4.5",15031,0
"131","R_1IM0aK1BIXPH9JN","dec 11_3",0,4,0,3.9,0,3,0,2,"3.8",11698,0
"132","R_1InLCx8dL4OMD45","feb 5_3",0,2,0,4,0,3,1,2,"3.5",15021,0
"133","R_1Io9ZoAZq927nMB","feb 6_3",0,4,0,7.2,1,1,1,0,"2.1",15196,0
"134","R_1IoqhoCfGnh74k0","nov 20_1",1,7,0,7.1,1,4,0,3,"2.7",10512,0
"135","R_1IQ1gJ0KVIqpSbF","dec 4_2",1,7,0,4.6,1,1,0,0,"3.8",11111,0
"136","R_1Isb6uxvlkNmxQ7","jan 13_1",1,6,0,2.2,0,3,1,0,"3",13327,0
"137","R_1IuuOjLVaBMeCkO","dec 18_1",0,2,0,3.2,0,5,1,1,"3.6",12399,0
"138","R_1IvcGC685eXHcNr","dec 10_2",0,4,0,4.8,0,4,1,3,"5",11580,0
"139","R_1IWvX83TkOPGitb","jan 13_2",0,4,0,6.6,0,3,0,1,"4.3",13248,0
"140","R_1IXBFBaNZW0iqgA","feb 5_3",0,5,0,5.1,0,1,0,0,"3.8",14927,0
"141","R_1j6QL1oCt7jYnCV","dec 16_1",1,7,0,4.5,0,3,1,0,"4.6",12071,0
"142","R_1jcEDAJXydpNjeP","dec 11_3",1,5,0,2.8,0,1,1,0,"3.1",11644,0
"143","R_1JCQ927OsCPLyoc","feb 5_1",0,4,0,5.6,1,1,0,0,"3.1",14937,0
"144","R_1JDCn8SsmECluAl","dec 11_3",0,4,0,5,0,3,0,3,"4.1",11770,0
"145","R_1JDxeybb6iAluBu","jan 27_3",1,6,0,5.8,0,3,0,0,"4.8",14479,0
"146","R_1jeMz0fG7HG3A4d","feb 5_3",1,5,0,2.9,0,3,0,0,"4.4",14992,1
"147","R_1JF6tjIwjX9AZga","dec 2_3",0,5,0,4.1,0,1,1,0,"4",10861,0
"148","R_1jGR2CYxEHQLnWB","feb 5_1",0,5,0,3.6,1,4,1,3,"2.7",15045,0
"149","R_1jka6N3N9Efqm1U","dec 3_2",0,4,0,6,0,1,0,2,"4.4",10936,0
"150","R_1jlkR2zEFVd4yT4","dec 4_1",1,4,0,5.6,1,0,0,0,"2.4",11130,0
"151","R_1JPCtDELwg7crn8","dec 11_1",0,4,0,3.3,NA,1,1,0,"2.9",11718,0
"152","R_1jqXnoG9hniCPAB","jan 6_1",1,7,0,3.1,0,4,0,3,"4.9",12659,0
"153","R_1jrFSPLJnPM3b4d","dec 12_1",0,3,0,6.3,0,2,1,0,"4",11888,0
"154","R_1jrYUe5ulihA1Na","jan 27_3",0,3,0,2.1,0,3,1,0,"4",14485,0
"155","R_1jTIhG3amxYLMD6","dec 11_1",0,1,0,2.5,0,3,1,2,"5",11739,0
"156","R_1juN3PssUsgwIlT","dec 4_2",1,6,0,7.2,0,3,0,1,"4.5",11131,0
"157","R_1K39gqDnSbEXJp8","dec 10_2",1,6,0,5.3,0,4,1,0,"4.6",11633,0
"158","R_1K8b5bZukxX7bfG","jan 27_3",0,4,0,8.1,0,4,0,0,"4.3",14380,0
"159","R_1Ka0F1YFOm7h1JJ","jan 13_1",1,7,0,5.4,0,2,1,1,"2.8",13371,0
"160","R_1KebMZPW5LGd4CJ","nov 21_3",0,2,0,6.3,0,3,0,2,"3.7",10638,0
"161","R_1kFAJA3RX3URxvT","jan 28_1",0,2,0,4.5,0,3,1,3,"5",14733,1
"162","R_1kHOrFubmgrYXVw","dec 18_1",0,3,0,1.8,0,1,1,2,"3.7",12268,0
"163","R_1KlP6BVG6xaXI3S","feb 6_2",0,3,0,3.5,0,3,0,1,"4",15101,0
"164","R_1kS0hfFzlGHXz7t","jan 8_1",0,3,0,4.2,1,2,0,3,"4",12885,0
"165","R_1kUocQud4Zwofsf","feb 4_1",0,1,0,6.7,0,2,1,1,"4.3",14902,0
"166","R_1kXHqfuYpuv8CSc","nov 20_1",0,1,0,7.2,1,2,0,1,"1.5",10519,0
"167","R_1l4SG28196FaKmo","nov 20_3",0,3,0,2.1,0,1,1,1,"3.4",10583,0
"168","R_1l9O38XnP9tZtOL","dec 11_3",0,4,0,6,0,1,1,0,"2.1",11660,0
"169","R_1LANL034ouPKcPg","dec 17_1",0,4,0,4.1,0,3,1,1,"3.1",12238,0
"170","R_1LBuR7EJhFrntu8","jan 13_2",1,7,0,4.2,1,3,1,0,"5",13320,0
"171","R_1Ld60p5okFbRAGj","dec 4_1",0,1,0,3.7,0,4,1,3,"3.6",11133,0
"172","R_1LFIzc9DySHAST7","dec 3_1",0,4,0,6.3,0,1,0,1,"3.6",11051,0
"173","R_1lgwsbY2AfYGrxM","dec 11_1",0,3,0,7.8,0,1,1,1,"2.5",11664,0
"174","R_1LkeBjfJiH6jMT7","jan 8_4",1,6,0,2.1,1,3,0,0,"4.5",12936,1
"175","R_1lmXen9YuUNYceg","feb 5_1",0,2,0,3,0,3,0,1,"4.6",14965,1
"176","R_1Lo2eF2fU0qPdES","dec 16_1",1,7,0,7.3,1,1,1,0,"2",12043,0
"177","R_1LpbuMzHDQCJ1mi","nov 20_3",1,6,0,3.1,0,1,0,0,"4.2",10540,0
"178","R_1LqBjX1V1EGouiW","dec 2_3",0,1,0,6.7,0,1,0,2,"5",10797,0
"179","R_1lrwb5RtZ7iQebm","jan 13_2",0,1,0,6.3,0,3,0,1,"4",13304,1
"180","R_1LShwxXzm04H511","dec 3_2",0,4,0,2.8,1,5,0,1,"4.1",10906,0
"181","R_1LSxtoTC8pdmjDy","feb 4_1",0,4,0,3.4,0,3,0,1,"4.3",14745,0
"182","R_1lt4HedMp4vBOZF","jan 27_3",0,2,0,3.2,0,1,1,0,"3.4",14524,0
"183","R_1LTgpFk5srWleD1","jan 21_3",0,5,0,5.9,0,1,1,0,"3.9",13866,0
"184","R_1LXNjKeywvV6YOe","dec 18_1",0,5,0,5.9,1,1,0,0,"3.4",12290,0
"185","R_1LZgvSChhDRGDH3","feb 6_3",0,2,0,6.3,0,3,1,1,"4.1",15139,0
"186","R_1LZNZNLCVoI1Kp1","feb 4_3",1,6,0,4,0,4,1,3,"3.9",14892,1
"187","R_1M4aBPyQrNWIwiM","jan 27_3",0,3,0,6.9,0,1,0,1,"4.2",14454,0
"188","R_1M6BWajQrtLLsHn","jan 13_1",0,5,0,4.1,0,4,0,0,"3.9",13233,0
"189","R_1M6OU8uvJXocIge","jan 13_1",1,6,0,5.1,0,3,1,3,"4.5",13360,1
"190","R_1mepspXyODX4x1w","dec 3_2",0,4,0,3.3,0,3,1,2,"2.8",10984,0
"191","R_1mfpdJLfmIUL4Sv","jan 28_1",1,4,0,6.4,1,3,1,0,"3.5",14721,0
"192","R_1mkIn8bCutOCcmR","jan 21_3",0,2,0,3.2,0,3,0,2,"5",13795,0
"193","R_1ML47YxNrF7rZrK","nov 21_1",1,6,0,6.4,1,3,0,2,"4.3",10646,0
"194","R_1mlxNXTSwydwm0h","dec 12_1",1,4,0,2.1,0,2,1,0,"3.3",11881,0
"195","R_1mngLJ2CcVzEYeI","dec 17_1",0,1,0,7.1,0,3,0,2,"5",12162,0
"196","R_1mO6PPJVx7DHyt8","feb 6_3",0,3,0,6,0,1,1,0,"4",15177,0
"197","R_1mOBNERrUs72xUq","feb 4_1",0,2,0,4.5,0,2,0,0,"4.9",14797,0
"198","R_1mtlFAmuMV7mHhf","jan 28_1",0,3,0,6.9,1,4,0,1,"3.5",14636,0
"199","R_1mVMaIhENxqcYEC","jan 27_3",1,4,0,3.1,0,3,0,2,"5",14352,0
"200","R_1MXKd5azNiJBCLW","feb 5_1",1,5,0,2,0,1,0,0,"3",14991,0
"201","R_1mz4plcpenAnGpM","feb 4_3",1,5,0,2.5,0,3,1,1,"4.3",14799,0
"202","R_1N3cm1cyevTdyhT","dec 4_2",0,1,0,3,1,1,1,0,"4.8",11195,1
"203","R_1Nac5JKBGx9jJ8O","dec 11_3",1,6,0,2.8,0,2,0,0,"4.7",11736,0
"204","R_1NFm0WsUKe4WCH5","jan 8_1",0,5,0,3.8,0,4,1,1,"4.6",13019,0
"205","R_1NgjkYSALMBrkqx","jan 21_3",0,3,0,6.4,0,1,1,0,"3.7",13833,1
"206","R_1NgXx9wE23e1fP8","dec 3_2",0,4,0,5.3,0,1,0,0,"2.9",11053,0
"207","R_1nMVnNGCmUbvR1P","nov 21_3",1,4,0,3.7,0,4,1,2,"4.1",10716,0
"208","R_1nMy9RoPo27eHFz","jan 27_3",0,4,0,6.2,0,1,1,0,"3.6",14540,0
"209","R_1nNpQZJI1SB1C0c","dec 12_1",0,4,0,3.9,1,3,0,2,"3",11790,0
"210","R_1nT74cvCTrj9yff","jan 13_2",0,4,0,6.3,0,5,1,0,"2.7",13363,0
"211","R_1nTM27BnCqp1BKy","dec 3_2",1,6,0,4.5,0,4,0,2,"3.6",11050,0
"212","R_1nUV7TQdvFuRyPC","jan 21_3",0,3,0,4.1,0,3,0,0,"3.9",13920,0
"213","R_1NzdwuQFuhDknGQ","dec 4_2",0,4,0,4.9,0,4,0,3,"3.5",11074,0
"214","R_1Nzvgz3K8MNkHFN","dec 3_1",0,6,0,2.7,0,5,1,2,"2.2",11007,0
"215","R_1o58cnUVfKpHMUe","dec 16_1",1,7,0,2.9,1,4,0,2,"4.7",11956,0
"216","R_1o69VhVoIxe678r","nov 20_3",0,1,0,3.1,0,1,0,0,"4.5",10546,1
"217","R_1o7GfPxwD2vOXCG","dec 11_1",0,1,0,3.8,0,1,0,1,"4.3",11648,0
"218","R_1oFifqfSeJPxesi","dec 10_1",0,4,0,3.9,1,3,0,2,"3.8",11544,0
"219","R_1oGR0VnK8T7rBVp","nov 21_1",0,2,0,8.5,0,3,0,2,"3.2",10692,0
"220","R_1OHzHHhfe5D66sq","jan 21_1",0,1,0,2.7,0,1,1,0,"3.7",13862,0
"221","R_1OjE9lZpo4AC5IV","dec 19_1",0,4,0,3,0,1,1,1,"3.8",12540,0
"222","R_1omYEnEz8erUtgX","dec 17_1",0,2,0,3.6,0,1,0,0,"4",12129,0
"223","R_1ONqsqcJCU83suD","dec 4_2",0,1,0,5.1,0,2,0,1,"3.7",11079,0
"224","R_1onWzPUCdUaONaP","jan 27_3",0,3,0,6.8,0,4,0,1,"3.3",14372,0
"225","R_1OOFzUavc98p2Qf","dec 4_2",1,6,0,4.2,1,2,1,0,"5",11165,0
"226","R_1OoRGTtrr8duTkB","nov 21_1",1,6,0,3.7,0,3,0,1,"4.8",10672,0
"227","R_1OOUaTi8ngsE89w","dec 3_2",0,3,0,5.5,0,3,0,2,"3.3",10945,0
"228","R_1OqaBluVXU0gSGV","jan 13_2",0,4,0,4,0,2,1,0,"3",13381,0
"229","R_1otiEmPswQrGgLs","nov 20_1",0,2,0,2.9,0,5,1,1,"4.8",10600,0
"230","R_1otik7X3RJKSTrq","dec 11_3",1,7,0,2.4,0,3,1,1,"3.2",11716,0
"231","R_1ovGvaAgIsiBDUI","feb 6_3",0,2,0,2.4,0,3,0,0,"4.6",15097,0
"232","R_1OwoCte9vnmqfBB","dec 16_1",1,5,0,6.3,1,2,0,1,"2.7",11984,0
"233","R_1P1uHmx7crqaYgc","feb 5_1",1,7,0,5.5,1,1,0,0,"3",14939,0
"234","R_1P2fJRkzG0nxRfH","nov 20_1",0,2,0,3,0,3,1,2,"4.6",10478,0
"235","R_1pAwnm8nvzUwK8a","dec 12_1",0,3,0,5.4,NA,1,1,1,"2.2",11890,0
"236","R_1PcM6HL5NeE5IQY","jan 28_1",1,1,0,2.6,0,3,1,0,"5",14668,0
"237","R_1PcxyvL8XresWas","feb 4_3",0,5,0,4,0,3,1,0,"4.8",14893,0
"238","R_1Pd6D6nXw60Ophd","dec 4_2",0,1,0,2.6,0,3,0,0,"5",11102,0
"239","R_1pG4aoXKo6bc9QZ","jan 27_3",0,4,0,5.5,0,3,0,2,"3.9",14428,0
"240","R_1pnzJwqlvm6iITL","dec 18_1",0,2,0,4.8,NA,2,0,1,"4.6",12279,0
"241","R_1PRVFI1yEqU9Qdj","dec 11_3",0,3,0,6.7,1,1,1,0,"3.3",11641,0
"242","R_1pS6qYmcwRuu5PX","nov 20_1",0,3,0,4.1,0,1,1,0,"4.5",10524,0
"243","R_1pSVJIkURqAMBQ9","dec 16_1",0,4,0,5.5,NA,3,0,0,"3.9",12003,0
"244","R_1ptgLBlFFXfb2Sq","dec 18_1",0,1,0,5.4,0,1,0,2,"1.7",12315,0
"245","R_1PTNbmLVeEL5Mu4","dec 10_1",0,1,0,3.8,0,1,1,1,"4.8",11570,0
"246","R_1pxjg2mRBgJrCIX","dec 10_2",0,5,0,3.2,0,1,1,0,"4",11530,0
"247","R_1pYk0CgF7SY6e9M","feb 6_3",1,5,0,6.3,0,4,1,1,"3.5",15203,0
"248","R_1q21Ce1JrPrqxlr","feb 4_1",0,1,0,1.8,0,1,0,0,"4.3",14840,0
"249","R_1q4aAkLSyVKGDbK","dec 4_1",0,5,0,7.1,0,3,0,1,"3.1",11125,0
"250","R_1q8adO5lxQrsVoN","jan 28_1",0,3,0,6.2,0,3,0,0,"3.9",14619,0
"251","R_1q8RDWk1C63Olty","feb 6_2",0,1,0,5.5,0,1,0,0,"5",15152,0
"252","R_1QbX5vJpHTMrps7","jan 8_1",0,5,0,4.7,0,1,0,2,"4.4",12918,0
