"","T_Dummy","Ordinal_4","Ordinal_7","Treatment_1","Treatment_2","Treatment_3","Age","Ideo_Congruence","Education_Score","Q_Gender","Income_Score","Article_day","ResponseId","Article_Num","Final_FC"
"118",0,3,4,0,0,1,47,0,1,0,1,"Day1_5","R_BuoFHFLcvr8wp0Z","5","True"
"119",1,4,7,0,1,0,45,0,5,1,2,"Day1_5","R_3MxoUnsgthVTY7l","5","True"
"120",1,4,7,1,0,0,69,0,3,1,3,"Day1_5","R_10w3bwfeWBvxwGq","5","True"
"121",0,2,4,1,0,0,77,0,1,1,1,"Day1_5","R_2qwo8JrWnuOiNXh","5","True"
"122",1,3,6,0,0,0,58,0,2,0,1,"Day1_5","R_1IZ5LiAvwC1UWbC","5","True"
"123",1,4,7,0,1,0,70,0,2,0,2,"Day1_5","R_T7QpfQUzeELFnep","5","True"
"124",0,3,4,1,0,0,55,0,3,0,1,"Day1_5","R_2Toq6PdGHYLb8wo","5","True"
"125",0,2,4,0,1,0,76,0,2,1,2,"Day1_5","R_2CNWu7hZGse1GcG","5","True"
"126",1,4,6,1,0,0,72,0,4,0,1,"Day1_5","R_1mksmPH7XReZ5RB","5","True"
"127",1,3,5,0,1,0,21,0,1,0,2,"Day1_5","R_2qjTNWi6EsElXIm","5","True"
"128",0,NA,4,0,0,0,45,0,2,1,0,"Day1_5","R_3PiUSozQYGTyQ2y","5","True"
"129",1,4,7,0,0,1,40,0,4,1,2,"Day1_5","R_3nTuhLAv8k2bcrR","5","True"
"130",1,4,6,0,0,0,66,0,3,1,3,"Day1_5","R_D0ojZOllkTp38KB","5","True"
"131",1,4,7,0,0,1,36,0,2,0,1,"Day1_5","R_1JRBaDtLrbv7WEs","5","True"
"132",1,3,5,0,0,0,79,0,2,0,1,"Day1_5","R_2zijJdGPbqdzzRp","5","True"
"133",1,4,7,0,0,1,78,0,3,1,2,"Day1_5","R_z8Cjg0CTEepMvpD","5","True"
"134",1,4,7,1,0,0,57,0,3,1,0,"Day1_5","R_1eqJL8m8a0b2INq","5","True"
"135",0,3,4,1,0,0,74,0,1,0,1,"Day1_5","R_23TPvfuLuK1fyZC","5","True"
"136",0,3,4,0,0,1,86,0,3,0,0,"Day1_5","R_1pyUKEy0Fbyf2oS","5","True"
"137",1,3,6,0,0,1,70,0,1,0,1,"Day1_5","R_3rPauB5asCv7jn2","5","True"
"138",1,3,5,0,0,0,69,0,3,0,1,"Day1_5","R_3kGQMrIEGmDx7Cm","5","True"
"139",1,4,7,1,0,0,76,0,3,0,0,"Day1_5","R_3dKQrfLriS2cORh","5","True"
"140",1,4,6,1,0,0,42,0,2,1,1,"Day1_5","R_3E9J7NJKcjdORg2","5","True"
"141",0,3,5,0,0,0,62,0,2,0,0,"Day1_5","R_3MrmpEhHKkUcMjV","5","True"
"142",1,3,5,0,0,0,73,0,3,1,1,"Day1_5","R_21yQY6m5U6V8DYo","5","True"
"143",0,2,5,1,0,0,33,0,3,1,2,"Day1_5","R_3KADLFF6pB8KKzU","5","True"
"144",1,4,7,0,0,1,53,0,4,0,0,"Day1_5","R_PFpVOSL7PWIyeLT","5","True"
"145",0,2,3,0,0,0,77,0,0,0,0,"Day1_5","R_XhRXFwutJAZLXcl","5","True"
"146",0,2,4,1,0,0,92,0,3,0,0,"Day1_5","R_2UXaKjZHHOD1ROd","5","True"
"147",0,2,2,1,0,0,72,0,1,0,1,"Day1_5","R_3p07wqhOjeef46K","5","True"
"148",0,3,3,1,0,0,80,0,2,0,0,"Day1_5","R_3PpjsqZbNDyGz4V","5","True"
"149",0,1,1,0,0,1,38,0,1,0,0,"Day1_5","R_sd4hcYSQeX1ObQt","5","True"
"150",0,2,3,1,0,0,62,0,2,1,1,"Day1_5","R_6hSJeEIldBZIh2N","5","True"
"151",1,4,7,0,1,0,34,0,2,1,0,"Day1_5","R_qUz3f78bHpovVAZ","5","True"
"152",0,1,4,0,0,1,55,0,2,0,1,"Day1_5","R_2CP3y7CrJONeQST","5","True"
"153",0,4,5,1,0,0,71,0,1,0,0,"Day1_5","R_3iqBCbRpThIC9fo","5","True"
"154",1,4,7,0,1,0,23,0,1,1,1,"Day1_5","R_3rJ9OrcMeydZsD8","5","True"
"155",1,4,6,1,0,0,52,0,2,0,1,"Day1_5","R_pDBUPXTpVVHo4AF","5","True"
"156",0,3,4,0,0,1,77,0,2,1,1,"Day1_5","R_BEO1XhylL9BIJEd","5","True"
"157",0,3,5,0,1,0,40,0,3,1,2,"Day1_5","R_6tEmpaAhB7eHhbH","5","True"
"158",1,4,7,0,0,1,69,0,3,0,1,"Day1_5","R_5coEGTfHZMJaQ1P","5","True"
"159",1,3,5,0,1,0,22,0,1,0,1,"Day1_5","R_1FJOXxQiwCbABww","5","True"
"160",0,1,4,1,0,0,81,0,1,1,0,"Day1_5","R_1IQ8LaWg5fbwxiy","5","True"
"161",1,3,6,0,0,0,82,0,1,1,2,"Day1_5","R_1JCUSY7Uu3jYSp6","5","True"
"162",0,3,5,0,1,0,37,0,2,1,0,"Day1_5","R_2tsy21dX80Zntxp","5","True"
"163",0,3,5,0,1,0,35,0,1,0,0,"Day1_5","R_9YU8nF5tnEYhwHv","5","True"
"164",1,4,6,0,1,0,75,0,2,1,2,"Day1_5","R_1eqU6GxjxdaKvuY","5","True"
"165",1,3,7,0,1,0,54,0,1,0,0,"Day1_5","R_1Ia7juBvaY5UMIC","5","True"
"166",0,2,4,0,0,1,40,0,3,0,0,"Day1_5","R_2VkxIjxPTQ7zvL3","5","True"
"167",1,4,7,0,1,0,30,0,1,1,0,"Day1_5","R_yOpIGLJzqntyYE1","5","True"
"168",1,4,7,0,0,1,57,0,1,0,0,"Day1_5","R_1KcGcHsDmlmUmaR","5","True"
"169",1,4,7,0,1,0,76,0,1,1,0,"Day1_5","R_1gbXOOgyiepLep5","5","True"
"170",1,4,6,0,1,0,63,0,1,0,0,"Day1_5","R_3j6uULbdhlVshsS","5","True"
"171",1,3,4,0,0,1,26,0,3,0,0,"Day1_5","R_2RPrwqzoI5W1iFu","5","True"
"172",0,3,3,1,0,0,73,0,3,0,2,"Day1_5","R_2EcxSsXe5DUYJg2","5","True"
"173",1,4,7,0,1,0,67,0,2,0,0,"Day1_5","R_25QiZBkRkxxKTDL","5","True"
"174",1,4,7,1,0,0,68,0,1,0,0,"Day1_5","R_1ohegLd4hbQxR6t","5","True"
"175",1,4,7,0,0,0,30,0,1,1,0,"Day1_5","R_2VxR1hOEWboCy2G","5","True"
"176",0,3,4,0,0,1,73,0,4,1,2,"Day1_5","R_3Empkys2fTQaFY6","5","True"
"177",1,3,6,0,1,0,76,0,1,0,0,"Day1_5","R_2EbqskmJds8YDFb","5","True"
"178",1,3,5,0,1,0,37,0,1,0,1,"Day1_5","R_r8TqoYB1Zab5hC1","5","True"
"179",1,4,7,1,0,0,42,0,4,1,3,"Day1_5","R_OEi832e4Jr8S1IB","5","True"
"180",1,3,5,1,0,0,22,0,3,1,1,"Day1_5","R_2alzpgKVHWiIi5L","5","True"
"181",0,2,7,0,0,0,25,0,1,0,1,"Day1_5","R_783rgwNmXqbpsDT","5","True"
"182",1,4,7,0,1,0,67,0,1,0,0,"Day1_5","R_3hsRdXKiUgWw3GW","5","True"
"183",0,3,4,0,0,0,73,0,1,1,0,"Day1_5","R_1gecLGfyenzMSLc","5","True"
"184",1,4,7,0,0,1,27,0,1,0,0,"Day1_5","R_UzLUouLQIX1HRq9","5","True"
"185",1,4,7,0,0,1,47,0,3,1,1,"Day1_5","R_1gCJ0dgN63HkLiW","5","True"
"186",1,2,5,1,0,0,77,0,2,0,1,"Day1_5","R_1HbJdgheGFuwOA8","5","True"
"187",1,3,6,1,0,0,25,0,1,0,0,"Day1_5","R_3PMHVMsDoEo6ZU8","5","True"
"188",1,3,4,1,0,0,38,0,1,1,0,"Day1_5","R_2alQuLisgzLoLxJ","5","True"
"189",1,4,7,1,0,0,44,0,2,1,0,"Day1_5","R_21iD8hj2DVoUfYn","5","True"
"190",1,3,4,0,1,0,73,0,2,0,0,"Day1_5","R_1H7zwdrm7K0K8iU","5","True"
"191",1,4,7,0,0,0,36,0,2,0,1,"Day1_5","R_RwWbp9yhoDHPLW1","5","True"
"192",0,1,4,0,0,0,61,0,1,0,0,"Day1_5","R_Q5sieUNlwVgZ2Jr","5","True"
"193",0,2,3,0,0,1,71,0,2,0,0,"Day1_5","R_1NrkzgaZeVayAQE","5","True"
"194",1,4,6,0,0,0,48,0,4,1,2,"Day1_5","R_3jTBi4lwGdIOAr1","5","True"
"195",1,4,7,0,0,0,77,0,1,0,0,"Day1_5","R_24bArctqK1pf5TY","5","True"
"196",1,3,6,0,0,0,76,0,1,1,1,"Day1_5","R_129cSlugH7nzuDy","5","True"
"197",1,3,3,0,0,0,29,0,2,1,1,"Day1_5","R_C938YEMUJNF8nE5","5","True"
"198",1,4,6,1,0,0,37,0,3,1,1,"Day1_5","R_27yC4yAVPsukB2H","5","True"
"199",1,3,5,0,0,1,49,0,1,0,0,"Day1_5","R_1dKBSu0pOnufEje","5","True"
"200",1,3,6,0,0,1,48,0,1,0,0,"Day1_5","R_1mIufzIvwTdVDRO","5","True"
"201",1,3,4,0,0,1,59,0,1,0,0,"Day1_5","R_4OQ1t3w5C9gsld7","5","True"
"202",0,3,4,0,1,0,86,0,3,1,0,"Day1_5","R_ZjVU0Sz0RuDQNmp","5","True"
"203",0,2,3,0,0,0,59,0,1,0,0,"Day1_5","R_27WMWyx5L1fJoYU","5","True"
"204",0,3,3,0,0,1,23,0,2,1,3,"Day1_5","R_1jrB5g8sacZH5iO","5","True"
"205",0,1,3,0,0,0,42,0,1,0,2,"Day1_5","R_2cpjmViLUk58Thg","5","True"
"206",1,3,6,0,1,0,34,0,1,0,0,"Day1_5","R_277srqAuD0ClviB","5","True"
"207",0,2,3,0,0,0,71,0,1,0,2,"Day1_5","R_2PnbsS69jFVGi6U","5","True"
"208",0,3,4,0,0,0,65,0,3,1,0,"Day1_5","R_22PMpq8NPccwewT","5","True"
"209",0,3,4,0,0,0,72,0,1,0,0,"Day1_5","R_2bKqbfc09vKZVIu","5","True"
"210",1,3,6,0,1,0,82,0,2,0,0,"Day1_5","R_2diu5JWGysX6DBp","5","True"
"211",1,4,7,0,0,1,73,0,4,0,2,"Day1_5","R_1LAa3M7P8jvpUxS","5","True"
"212",0,3,4,0,0,1,82,0,1,0,0,"Day1_5","R_1ePHFUx32iDmYbp","5","True"
"213",1,4,6,0,0,0,75,0,1,0,1,"Day1_5","R_2EoypuNETUZvMFT","5","True"
"214",1,4,6,0,0,1,44,0,3,0,2,"Day1_5","R_1er6sattZxTdSi5","5","True"
"215",0,3,3,0,0,0,90,0,2,1,0,"Day1_5","R_qLd4wUp16hWm5rj","5","True"
"216",0,2,4,0,1,0,72,0,1,0,2,"Day1_5","R_T63eEB6YJQEECNb","5","True"
"217",1,3,6,0,0,1,35,0,1,0,0,"Day1_5","R_3es3cLll3Vl6v9E","5","True"
"218",0,2,4,0,0,1,47,0,1,0,0,"Day1_5","R_0SQgkh8oOnREg2l","5","True"
"219",0,3,5,0,0,1,75,0,3,0,0,"Day1_5","R_2S6Whk8Pxmpe7zX","5","True"
"220",1,4,7,0,0,0,33,0,3,1,3,"Day1_5","R_vpEUXtq35C3iyul","5","True"
"221",0,3,4,1,0,0,47,0,3,0,2,"Day1_5","R_1NgcWIfCmUt6gzE","5","True"
"222",1,3,6,0,1,0,58,0,1,1,0,"Day1_5","R_3qOuQvOPMgkjTWH","5","True"
"223",1,2,2,0,0,0,80,0,2,1,0,"Day1_5","R_2UgbcITiIZyy1l4","5","True"
"224",1,3,6,0,0,1,66,0,2,0,0,"Day1_5","R_3HOJ2zwGXdNUAjS","5","True"
"225",0,3,4,0,0,1,78,0,2,0,0,"Day1_5","R_23gDm8APftudlS6","5","True"
"226",1,4,7,1,0,0,59,0,2,1,0,"Day1_5","R_vuY4frRKtGpA8wN","5","True"
"227",1,3,5,0,1,0,75,0,1,1,1,"Day1_5","R_b72vlyz34KgICv7","5","True"
"228",0,3,4,1,0,0,30,0,1,0,0,"Day1_5","R_eqyAEmylbqX7i37","5","True"
"229",0,2,3,1,0,0,75,0,1,1,1,"Day1_5","R_wRcyp1DSmwjZ2rD","5","True"
"230",0,3,4,0,0,0,50,0,2,0,0,"Day1_5","R_1k1u4R7TVg8AaQ9","5","True"
"231",1,3,6,0,1,0,75,0,3,1,1,"Day1_5","R_5chLzbWKFZbhtOF","5","True"
"232",1,4,7,0,1,0,34,0,1,1,0,"Day1_5","R_3inejtrVLObbhhD","5","True"
"233",1,4,7,0,0,1,59,0,3,0,1,"Day1_5","R_xmaGPG3DKUKdl73","5","True"
"234",1,4,7,0,1,0,36,0,3,1,1,"Day1_5","R_2fHtF1874NFywb0","5","True"
"235",0,3,4,0,1,0,79,0,3,1,0,"Day1_5","R_1FywvuWTYiilPw8","5","True"
"236",0,3,5,1,0,0,29,0,4,0,1,"Day1_5","R_1eUDEORcXconZvo","5","True"
"237",1,4,6,0,1,0,48,0,1,0,0,"Day1_5","R_rd2OcgYEG5lFKsp","5","True"
"238",1,4,5,0,0,1,38,0,4,0,2,"Day1_5","R_2SIAVP3s7YEZbOr","5","True"
"239",1,3,7,0,1,0,25,0,2,0,2,"Day1_5","R_PTCJdo8PUwTdoeR","5","True"
"240",0,3,4,0,0,1,61,0,1,0,0,"Day1_5","R_10xcBdynyLs2arB","5","True"
"241",1,4,7,0,0,0,51,0,3,1,2,"Day1_5","R_qFoOVoxiVE36Oit","5","True"
"242",1,4,7,1,0,0,55,0,1,0,0,"Day1_5","R_2D6p3TnkPmlg9bG","5","True"
"243",1,4,6,0,0,1,65,0,1,1,0,"Day1_5","R_3NLkBR5fUBazudt","5","True"
"244",0,3,4,0,0,1,79,0,1,0,1,"Day1_5","R_3Ma1QHmoXb79pq3","5","True"
"245",0,3,4,0,0,0,40,0,3,0,1,"Day1_5","R_1LI6nZvwywSAS5Y","5","True"
"246",0,2,2,0,0,0,74,0,2,0,2,"Day1_5","R_2cqgarJSLE4mM82","5","True"
"247",1,3,6,1,0,0,29,0,2,0,0,"Day1_5","R_2dZ3JGMFnLSf2yH","5","True"
"248",0,3,4,0,1,0,48,0,1,0,0,"Day1_5","R_3lLkcwJRnec72VI","5","True"
"249",1,4,7,0,0,1,35,0,4,1,2,"Day1_5","R_6xODpDC1BQUPicF","5","True"
"250",0,3,4,0,0,0,74,0,3,0,2,"Day1_5","R_1ND3JCj6Tk7MHzU","5","True"
"251",1,4,7,0,1,0,38,0,3,0,3,"Day1_5","R_27gmpkwWWCILjCL","5","True"
"252",1,4,6,0,0,0,81,0,3,0,0,"Day1_5","R_1IAFLKlr66WRw6V","5","True"
"253",1,3,5,0,0,0,59,0,2,0,1,"Day1_5","R_20NBwd7Ic4PKIE7","5","True"
"254",1,4,7,1,0,0,47,0,1,1,3,"Day1_5","R_2q2d6zXSCXDK8p6","5","True"
